Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Vanguard Nunu & Willump,,Hard,4.11,0.51,20.0%,55.8%,Vex | Nunu & Willump | Bard | Blitzcrank | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Nunu & Willump (Protector's Vow, Gargoyle Stoneplate, Warmog's Armor) | Bard (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Blitzcrank (Ionic Spark, Jeweled Gauntlet, Hand Of Justice) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
S,Dark Star Tahm Kench,,Medium,4.17,0.29,15.0%,56.2%,Tahm Kench | Karma | Jhin | Blitzcrank | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Tahm Kench (Bramble Vest, Sunfire Cape, Warmog's Armor) | Karma (Giant Slayer, Spear of Shojin, Void Staff) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Blitzcrank | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
S,Dark Star Nunu & Willump,,Medium,4.18,0.23,14.4%,55.8%,Nunu & Willump | Karma | Jhin | Kai'Sa | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra,"Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Karma (Blue Buff, Morellonomicon, Void Staff) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Kai'Sa (Infinity Edge, Striker's Flail, Spear of Shojin) | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra"
A,Marauder Master Yi,,Medium,4.29,1.00,12.7%,54.4%,Master Yi | Kindred | Tahm Kench | Fiora | Morgana | Maokai | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Sterak's Gage) | Morgana | Maokai | Urgot | Bel'Veth | Gragas"
A,Dark Star Illaoi,,Medium,4.31,0.09,13.0%,53.2%,Illaoi | Kai'Sa | Karma | Jhin | Meepsie | Mordekaiser | Pantheon | Cho'Gath | Lissandra,"Illaoi (Bramble Vest, Protector's Vow, Gargoyle Stoneplate) | Kai'Sa★ (Blue Buff, Infinity Edge, Striker's Flail) | Karma (Blue Buff, Rabadon's Deathcap, Void Staff) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Meepsie | Mordekaiser | Pantheon | Cho'Gath | Lissandra"
A,Meeple Corki,,Medium,4.42,1.56,8.1%,53.2%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Rogue Emblem, Deathblade, Last Whisper) | Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Protector's Vow, Sunfire Cape) | Fizz | Meepsie | Milio | Poppy"
A,Stargazer - The Mountain Lulu,7,Medium,4.43,0.41,13.7%,50.4%,Lulu | Jax | Milio | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Jax★ (Bloodthirster, Edge of Night, Titan's Resolve) | Milio★ (Stargazer Emblem, Morellonomicon, Spear of Shojin) | Maokai★ (Stargazer Emblem, Bramble Vest, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
A,Vanguard Vex,,Hard,4.49,0.65,19.2%,49.5%,Vex | Nunu & Willump | Graves | Blitzcrank | Fiora | Shen | Rhaast | Akali | Aatrox,"Vex (Guinsoo's Rageblade, Rabadon's Deathcap, Red Buff) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Graves (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Blitzcrank (Crownguard) | Fiora | Shen | Rhaast | Akali | Aatrox"
B,Mecha Aurelion Sol,,Easy,4.50,0.10,18.7%,50.4%,Aurelion Sol | The Mighty Mech | Karma | Tahm Kench | Nunu & Willump | Urgot | Mordekaiser,"Aurelion Sol (The Annihilator, Jeweled Gauntlet, Rabadon's Deathcap) | The Mighty Mech (Iceblast Armor, Lioness's Lament, Gargoyle Stoneplate) | Karma (Blue Buff, Morellonomicon, Void Staff) | Tahm Kench (Sunfire Cape, Spirit Visage, Warmog's Armor) | Nunu & Willump | Urgot | Mordekaiser"
B,Dark Star Riven,,Easy,4.52,0.03,13.1%,49.0%,Riven | Kai'Sa | Tahm Kench | Jhin | Blitzcrank | The Mighty Mech | Karma | Mordekaiser | Cho'Gath,"Riven (Dark Star Emblem, Brawler Emblem, Sterak's Gage) | Kai'Sa (Infinity Edge, Striker's Flail, Red Buff) | Tahm Kench (Gargoyle Stoneplate, Evenshroud, Warmog's Armor) | Jhin (Deathblade, Infinity Edge, Striker's Flail) | Blitzcrank | The Mighty Mech | Karma | Mordekaiser | Cho'Gath"
B,Dark Star Xayah,,Medium,4.52,0.04,16.0%,48.8%,Xayah | Nunu & Willump | Jhin | Karma | The Mighty Mech | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath,"Xayah (Dark Star Emblem, Last Whisper, Red Buff) | Nunu & Willump (Adaptive Helm, Adaptive Helm, Protector's Vow) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Karma (Jeweled Gauntlet, Rabadon's Deathcap, Spear of Shojin) | The Mighty Mech | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath"
B,Sniper Xayah,,Medium,4.53,0.36,16.3%,48.3%,Xayah | Nunu & Willump | Jhin | Tahm Kench | Blitzcrank | Maokai | Rhaast | Jax | Aatrox,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Tahm Kench (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Blitzcrank | Maokai | Rhaast | Jax | Aatrox"
B,Dark Star Cho'Gath,5,Easy,4.56,0.21,15.1%,47.4%,Cho'Gath | Lissandra | Kai'Sa | Karma | Jhin | The Mighty Mech | Mordekaiser | Pantheon,"Cho'Gath★ (Protector's Vow, Spirit Visage, Warmog's Armor) | Lissandra★ (Jeweled Gauntlet, Nashor's Tooth, Striker's Flail) | Kai'Sa (Infinity Edge, Giant Slayer, Striker's Flail) | Karma (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Jhin | The Mighty Mech | Mordekaiser | Pantheon"
B,N.O.V.A. Tahm Kench,,Easy,4.58,0.12,20.6%,46.8%,Tahm Kench | Vex | Graves | Fiora | Shen | Morgana | Maokai | Akali | Aatrox,"Tahm Kench (Bramble Vest, Protector's Vow, Sunfire Cape) | Vex (Guinsoo's Rageblade, Giant Slayer, Red Buff) | Graves (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Fiora (Bloodthirster, Edge of Night, Titan's Resolve) | Shen | Morgana | Maokai | Akali | Aatrox"
B,Vanguard Aurelion Sol,,Hard,4.58,0.42,11.3%,47.8%,Aurelion Sol | Nunu & Willump | Karma | Blitzcrank | Bard | Sona | Illaoi | Meepsie | Mordekaiser,"Aurelion Sol (Jeweled Gauntlet, Striker's Flail, Rabadon's Deathcap) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Blitzcrank (Adaptive Helm) | Bard | Sona | Illaoi | Meepsie | Mordekaiser"
B,Vanguard Leona Teemo,5,Medium,4.61,0.04,8.0%,48.1%,Leona | Teemo | Zoe | Nasus | Nami | Illaoi | Mordekaiser | Lissandra,"Leona★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Warmog's Armor) | Teemo★ (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Zoe★ (Adaptive Helm, Red Buff, Void Staff) | Nasus★ (Ionic Spark, Sunfire Cape, Warmog's Armor) | Nami | Illaoi | Mordekaiser | Lissandra★"
B,Voyager Aurelion Sol,,Medium,4.65,0.30,8.6%,47.8%,Aurelion Sol | The Mighty Mech | Karma | Morgana | Blitzcrank | Rhaast | Mordekaiser,"Aurelion Sol (Searing Shortbow, Jeweled Gauntlet, Rabadon's Deathcap) | The Mighty Mech (Bramble Vest, Gargoyle Stoneplate, Gargoyle Stoneplate) | Karma (Adaptive Helm, Morellonomicon, Void Staff) | Morgana (Warmog's Armor) | Blitzcrank | Rhaast | Mordekaiser"
B,Timebreaker Pyke,6,Medium,4.65,0.01,3.4%,48.8%,Pyke | Gwen | Gragas | Pantheon | Riven | Rhaast | Meepsie | Milio,"Pyke★ (Target-Lock Optics, Edge of Night, Infinity Edge) | Gwen★ (Hextech Gunblade, Jeweled Gauntlet, Nashor's Tooth) | Gragas★ (Protector's Vow, Gargoyle Stoneplate, Spirit Visage) | Pantheon★ (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven | Rhaast | Meepsie★ | Milio★"
