Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Vanguard Vex,,Hard,4.03,0.42,21.6%,57.4%,Vex | Nunu & Willump | Blitzcrank | Bard | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Nunu & Willump (Bramble Vest, Protector's Vow, Warmog's Armor) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Bard (Morellonomicon, Spear of Shojin, Void Staff) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
S,Marauder Master Yi,,Medium,4.07,0.86,15.4%,58.4%,Master Yi | Kindred | Tahm Kench | Fiora | Morgana | Maokai | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Sterak's Gage, Hand Of Justice) | Morgana | Maokai | Urgot | Bel'Veth | Gragas"
S,Dark Star Karma,,Easy,4.21,0.27,15.8%,54.7%,Tahm Kench | Karma | Jhin | Kai'Sa | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra,"Tahm Kench (Gargoyle Stoneplate, Evenshroud, Warmog's Armor) | Karma (Jeweled Gauntlet, Nashor's Tooth, Striker's Flail) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra"
S,Dark Star Nunu & Willump,,Medium,4.24,0.17,15.5%,54.6%,Nunu & Willump | Kai'Sa | Karma | Jhin | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra,"Nunu & Willump (Bramble Vest, Protector's Vow, Evenshroud) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Karma (Blue Buff, Jeweled Gauntlet, Rabadon's Deathcap) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra"
A,N.O.V.A. Tahm Kench,,Easy,4.27,0.09,24.4%,53.3%,Tahm Kench | Vex | Graves | Fiora | Shen | Morgana | Maokai | Akali | Aatrox,"Tahm Kench (Crownguard, Sunfire Cape, Warmog's Armor) | Vex (Guinsoo's Rageblade, Giant Slayer, Red Buff) | Graves (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Fiora (Bloodthirster, Edge of Night, Giant Slayer) | Shen | Morgana | Maokai | Akali | Aatrox"
A,Dark Star Illaoi,7,Medium,4.30,0.11,12.6%,54.0%,Kai'Sa | Illaoi | Karma | Jhin | Meepsie | Mordekaiser | Cho'Gath | Lissandra,"Kai'Sa★ (Blue Buff, Infinity Edge, Giant Slayer) | Illaoi (Bramble Vest, Evenshroud, Warmog's Armor) | Karma (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Meepsie | Mordekaiser | Cho'Gath | Lissandra"
A,Meeple Corki,,Medium,4.33,1.40,9.0%,54.9%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Deathblade, Last Whisper, Striker's Flail) | Rammus (Bramble Vest, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Adaptive Helm, Sunfire Cape) | Fizz | Meepsie | Milio | Poppy"
A,Stargazer - The Mountain Lulu,7,Medium,4.38,0.37,14.7%,51.5%,Lulu | Jax | Milio | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Milio★ (Stargazer Emblem, Morellonomicon, Spear of Shojin) | Maokai★ (Stargazer Emblem, Protector's Vow, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
A,Dark Star Riven,,Medium,4.42,0.06,14.7%,50.8%,Riven | Kai'Sa | Tahm Kench | Jhin | Blitzcrank | The Mighty Mech | Karma | Mordekaiser | Cho'Gath,"Riven (Dark Star Emblem, Bloodthirster, Giant Slayer) | Kai'Sa (Blue Buff, Infinity Edge, Giant Slayer) | Tahm Kench (Gargoyle Stoneplate, Steadfast Heart, Evenshroud) | Jhin (Deathblade, Infinity Edge, Striker's Flail) | Blitzcrank | The Mighty Mech | Karma | Mordekaiser | Cho'Gath"
A,Vanguard Vex Nunu & Willump,,Hard,4.47,0.34,18.9%,50.2%,Vex | Nunu & Willump | Graves | Blitzcrank | Fiora | Shen | Morgana | Akali | Aatrox,"Vex (Guinsoo's Rageblade, Rabadon's Deathcap, Red Buff) | Nunu & Willump (Adaptive Helm, Crownguard, Protector's Vow) | Graves (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Blitzcrank (Crownguard) | Fiora | Shen | Morgana | Akali | Aatrox"
A,Dark Star Xayah,,Medium,4.48,0.05,16.2%,49.4%,Xayah | Nunu & Willump | Jhin | Karma | The Mighty Mech | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath,"Xayah (Dark Star Emblem, Last Whisper, Red Buff) | Nunu & Willump (Crownguard, Protector's Vow, Protector's Vow) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Karma (Blue Buff, Jeweled Gauntlet, Void Staff) | The Mighty Mech | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath"
A,Vanguard Leona Teemo,5,Medium,4.50,0.08,10.2%,50.5%,Leona | Teemo | Zoe | Nasus | Nami | Illaoi | Mordekaiser | Lissandra,"Leona★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Warmog's Armor) | Teemo★ (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Zoe★ (Blue Buff, Morellonomicon, Void Staff) | Nasus★ (B.F. Sword) | Nami | Illaoi | Mordekaiser | Lissandra★"
B,Vanguard Aurelion Sol,,Hard,4.56,0.55,12.0%,48.4%,Aurelion Sol | Nunu & Willump | Karma | Blitzcrank | Bard | Sona | Illaoi | Meepsie | Mordekaiser,"Aurelion Sol (Jeweled Gauntlet, Striker's Flail, Rabadon's Deathcap) | Nunu & Willump (Protector's Vow, Gargoyle Stoneplate, Warmog's Armor) | Karma (Red Buff, Spear of Shojin, Void Staff) | Blitzcrank (Adaptive Helm) | Bard | Sona | Illaoi | Meepsie | Mordekaiser"
B,Dark Star Cho'Gath,5,Easy,4.60,0.08,14.7%,46.4%,Cho'Gath | Lissandra | Kai'Sa | Karma | Jhin | The Mighty Mech | Mordekaiser | Pantheon,"Cho'Gath★ (Crownguard, Sunfire Cape, Spirit Visage) | Lissandra★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Kai'Sa (Infinity Edge, Striker's Flail, Spear of Shojin) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Jhin | The Mighty Mech | Mordekaiser | Pantheon"
B,Voyager Pyke,6,Easy,4.63,0.01,8.7%,45.9%,Pyke | Gragas | Master Yi | Viktor | Karma | Tahm Kench | Meepsie | Lissandra,"Pyke★ (Infinity Edge, Striker's Flail, Hand Of Justice) | Gragas★ (Crownguard, Evenshroud, Warmog's Armor) | Master Yi (Bloodthirster, Edge of Night, Giant Slayer) | Viktor★ (Void Staff) | Karma | Tahm Kench | Meepsie★ | Lissandra"
