Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Dark Star Jhin,,Easy,4.21,0.31,14.5%,55.5%,Jhin | Karma | Tahm Kench | Nunu & Willump | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Jhin (Infinity Edge, Last Whisper, Striker's Flail) | Karma (Adaptive Helm, Morellonomicon, Void Staff) | Tahm Kench (Dragon's Claw, Gargoyle Stoneplate, Warmog's Armor) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
S,Dark Star Aurelion Sol,,Medium,4.24,0.26,12.0%,55.8%,Aurelion Sol | Karma | Tahm Kench | Nunu & Willump | Jhin | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath,"Aurelion Sol (Dark Star Emblem, Jeweled Gauntlet, Striker's Flail) | Karma (Blue Buff, Rabadon's Deathcap, Void Staff) | Tahm Kench (Ionic Spark, Sunfire Cape, Warmog's Armor) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Jhin | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath"
A,Vanguard Nunu & Willump,,Hard,4.26,0.75,17.5%,53.2%,Nunu & Willump | Vex | Bard | Blitzcrank | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Bramble Vest, Protector's Vow, Protector's Vow) | Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Bard (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
A,Dark Star Illaoi,,Medium,4.29,0.06,11.9%,54.0%,Illaoi | Karma | Kai'Sa | Jhin | Meepsie | Mordekaiser | Pantheon | Cho'Gath | Lissandra,"Illaoi (Bramble Vest, Crownguard, Gargoyle Stoneplate) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Kai'Sa★ (Blue Buff, Infinity Edge, Striker's Flail) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Meepsie | Mordekaiser | Pantheon | Cho'Gath | Lissandra"
A,Marauder Master Yi,,Medium,4.35,0.85,11.0%,53.4%,Master Yi | Kindred | Tahm Kench | Fiora | Maokai | Rhaast | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Sterak's Gage) | Maokai | Rhaast | Urgot | Bel'Veth | Gragas"
A,Meeple Corki,,Medium,4.36,1.41,8.1%,54.5%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Rogue Emblem, Deathblade, Last Whisper) | Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Sunfire Cape, Warmog's Armor) | Fizz | Meepsie | Milio | Poppy"
A,Sniper Xayah,,Hard,4.37,0.66,18.0%,51.0%,Xayah | Nunu & Willump | Tahm Kench | Jhin | Blitzcrank | Maokai | Rhaast | Jax | Aatrox,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Tahm Kench (Bramble Vest, Spirit Visage, Warmog's Armor) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Blitzcrank | Maokai | Rhaast | Jax | Aatrox"
A,Mecha Aurelion Sol,,Medium,4.39,0.04,23.7%,52.2%,Aurelion Sol | The Mighty Mech | Urgot | Tahm Kench | Fiora | Karma,"Aurelion Sol (The Annihilator, Jeweled Gauntlet, Rabadon's Deathcap) | The Mighty Mech (Iceblast Armor, Gargoyle Stoneplate, Sterak's Gage) | Urgot (Infinity Edge, Giant Slayer, Hand Of Justice) | Tahm Kench (Gargoyle Stoneplate, Sunfire Cape, Spirit Visage) | Fiora | Karma"
A,Dark Star Cho'Gath,5,Easy,4.43,0.26,15.3%,50.2%,Cho'Gath | Lissandra | Kai'Sa | Karma | Jhin | The Mighty Mech | Mordekaiser | Pantheon,"Cho'Gath★ (Protector's Vow, Spirit Visage, Warmog's Armor) | Lissandra★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Kai'Sa (Infinity Edge, Last Whisper, Striker's Flail) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Jhin | The Mighty Mech | Mordekaiser | Pantheon"
B,N.O.V.A. Tahm Kench,,Easy,4.50,0.04,19.1%,48.2%,Tahm Kench | Fiora | Graves | Shen | Vex | Maokai | Rhaast | Akali | Aatrox,"Tahm Kench (Bramble Vest, Sunfire Cape, Warmog's Armor) | Fiora (Edge of Night, Sterak's Gage, Titan's Resolve) | Graves | Shen | Vex | Maokai | Rhaast | Akali | Aatrox"
B,Bulwark Vex,,Hard,4.58,1.02,18.4%,47.6%,Vex | Graves | Nunu & Willump | Blitzcrank | Fiora | Shen | Rhaast | Akali | Aatrox,"Vex (Guinsoo's Rageblade, Rabadon's Deathcap, Red Buff) | Graves (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Blitzcrank (Crownguard) | Fiora | Shen | Rhaast | Akali | Aatrox"
B,Stargazer - The Mountain Lulu Milio,7,Medium,4.59,0.30,11.6%,47.7%,Lulu | Milio | Jax | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Milio★ (Stargazer Emblem, Morellonomicon, Spear of Shojin) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Maokai★ (Stargazer Emblem, Spirit Visage, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
B,Challenger Miss Fortune Ornn,7,Medium,4.63,0.08,7.0%,47.6%,Miss Fortune | Ornn | Urgot | Maokai | Rhaast | Bel'Veth | Aatrox,"Miss Fortune★ (Marauder Emblem, Deathblade, Guinsoo's Rageblade) | Ornn★ (Bramble Vest, Steadfast Heart, Spirit Visage) | Urgot★ (Deathblade, Giant Slayer, Quicksilver) | Maokai★ (Protector's Vow, Spirit Visage, Warmog's Armor) | Rhaast★ | Bel'Veth | Aatrox"
B,Shepherd LeBlanc,,Easy,4.65,0.07,9.0%,46.9%,LeBlanc | Illaoi | Karma | Sona | The Mighty Mech | Meepsie | Leona | Lissandra | Teemo,"LeBlanc (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Illaoi (Anomaly, Gargoyle Stoneplate, Warmog's Armor) | Karma (Shepherd Emblem, Rabadon's Deathcap, Void Staff) | Sona (Blue Buff, Morellonomicon, Void Staff) | The Mighty Mech | Meepsie | Leona | Lissandra | Teemo"
B,Voyager Viktor,7,Easy,4.65,0.02,6.0%,47.7%,Viktor | Illaoi | Pyke | Nami | Rhaast | Meepsie | Mordekaiser | Lissandra,"Viktor★ (Blue Buff, Jeweled Gauntlet, Giant Slayer) | Illaoi★ (Bramble Vest, Gargoyle Stoneplate, Sunfire Cape) | Pyke★ (Target-Lock Optics, Edge of Night, Hand Of Justice) | Nami (Giant Slayer, Spear of Shojin, Void Staff) | Rhaast★ | Meepsie | Mordekaiser | Lissandra"
B,Vanguard Aurelion Sol,,Medium,4.67,0.24,9.6%,46.1%,Aurelion Sol | Nunu & Willump | Karma | Illaoi | Bard | Blitzcrank | Sona | Meepsie | Mordekaiser,"Aurelion Sol (Jeweled Gauntlet, Rabadon's Deathcap, Rabadon's Deathcap) | Nunu & Willump (Protector's Vow, Protector's Vow, Warmog's Armor) | Karma (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Illaoi (Gargoyle Stoneplate, Warmog's Armor, Warmog's Armor) | Bard | Blitzcrank | Sona | Meepsie | Mordekaiser"
B,Stargazer - The Mountain Xayah,,Medium,4.70,0.02,11.8%,45.4%,Xayah | Riven | Nunu & Willump | Jhin | Lulu | Jax | Mordekaiser | Talon,"Xayah (Last Whisper, Red Buff, Kraken's Fury) | Riven (Stargazer Emblem, Deathblade, Sterak's Gage) | Nunu & Willump (Adaptive Helm, Crownguard, Sunfire Cape) | Jhin (Stargazer Emblem, Infinity Edge, Last Whisper) | Lulu | Jax | Mordekaiser | Talon"
B,Timebreaker Pyke,6,Medium,4.73,0.01,2.8%,48.4%,Pyke | Gwen | Gragas | Pantheon | Riven | Rhaast | Meepsie | Milio,"Pyke★ (Rogue Emblem, Target-Lock Optics, Infinity Edge) | Gwen★ (Hextech Gunblade, Jeweled Gauntlet, Red Buff) | Gragas★ (Protector's Vow, Gargoyle Stoneplate, Warmog's Armor) | Pantheon★ (Sunfire Cape, Evenshroud, Warmog's Armor) | Riven | Rhaast | Meepsie★ | Milio★"
C,Space Groove Nami,,Medium,4.78,0.08,10.1%,44.7%,Nami | Riven | Tahm Kench | Blitzcrank | Nunu & Willump | Ornn | Gwen | Pantheon,"Nami (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Riven (Brawler Emblem, Space Groove Emblem, Bloodthirster) | Tahm Kench (Gargoyle Stoneplate, Steadfast Heart, Spirit Visage) | Blitzcrank (Jeweled Gauntlet, Void Staff, Hand Of Justice) | Nunu & Willump | Ornn | Gwen | Pantheon"
C,Voyager Aurelion Sol,,Medium,4.78,0.13,9.5%,44.7%,Aurelion Sol | The Mighty Mech | Karma | Morgana | Blitzcrank | Rhaast | Mordekaiser,"Aurelion Sol (The Annihilator, Jeweled Gauntlet, Rabadon's Deathcap) | The Mighty Mech (Lioness's Lament, Gargoyle Stoneplate, Gargoyle Stoneplate) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Morgana (Steadfast Heart) | Blitzcrank | Rhaast | Mordekaiser"
C,Vanguard Leona Teemo,5,Easy,4.78,0.03,7.2%,45.2%,Leona | Teemo | Zoe | Illaoi | Nami | Mordekaiser | Lissandra | Nasus,"Leona★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Gargoyle Stoneplate) | Teemo★ (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Zoe★ (Morellonomicon, Spear of Shojin, Void Staff) | Illaoi (Gargoyle Stoneplate, Spirit Visage, Warmog's Armor) | Nami | Mordekaiser | Lissandra★ | Nasus★"
C,Arbiter Diana,7,Medium,4.79,0.17,14.3%,44.1%,Diana | Illaoi | Aurora | Jinx | LeBlanc | Meepsie | Leona,"Diana★ (Cyclonic Slicers, Bloodthirster, Titan's Resolve) | Illaoi★ (Iceblast Armor, Gargoyle Stoneplate, Spirit Visage) | Aurora★ (Searing Shortbow, Jeweled Gauntlet, Spear of Shojin) | Jinx★ (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | LeBlanc | Meepsie | Leona"
C,Challenger Jinx,6,Medium,4.82,0.03,3.8%,44.8%,Jinx | Jax | Akali | Bel'Veth | Kindred | Diana | Aatrox,"Jinx★ (Deathblade, Red Buff, Kraken's Fury) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Akali★ (Bloodthirster, Edge of Night, Giant Slayer) | Bel'Veth★ (Giant Slayer, Quicksilver, Sterak's Gage) | Kindred | Diana | Aatrox"
C,Voyager Pyke,6,Easy,4.86,0.01,5.6%,44.7%,Pyke | Gragas | Master Yi | Karma | Sona | Tahm Kench | Meepsie | Lissandra,"Pyke★ (Marauder Emblem, Edge of Night, Infinity Edge) | Gragas★ (Bramble Vest, Crownguard, Evenshroud) | Master Yi (Bloodthirster, Edge of Night, Giant Slayer) | Karma (Jeweled Gauntlet, Nashor's Tooth, Rabadon's Deathcap) | Sona | Tahm Kench | Meepsie★ | Lissandra"
C,Conduit Miss Fortune,7,Easy,4.87,0.05,5.3%,42.9%,Miss Fortune | Viktor | Ornn | Maokai | Rhaast | Gragas | Aatrox,"Miss Fortune★ (Deathblade, Deathblade, Deathblade) | Viktor★ (Jeweled Gauntlet, Giant Slayer, Rabadon's Deathcap) | Ornn★ (Dragon's Claw, Gargoyle Stoneplate, Steadfast Heart) | Maokai★ (Bramble Vest, Dragon's Claw, Warmog's Armor) | Rhaast★ | Gragas | Aatrox"
C,Meeple Veigar,5,Medium,4.87,0.03,9.5%,41.9%,Veigar | Rammus | Poppy | Lissandra | Bard | Illaoi | Meepsie | Mordekaiser,"Veigar★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Rammus (Protector's Vow, Gargoyle Stoneplate, Warmog's Armor) | Poppy★ (Crownguard, Protector's Vow, Warmog's Armor) | Lissandra★ (Jeweled Gauntlet, Rabadon's Deathcap, Spear of Shojin) | Bard | Illaoi | Meepsie | Mordekaiser"
C,Challenger Miss Fortune,7,Easy,4.88,0.01,6.1%,42.0%,Miss Fortune | Maokai | Urgot | Tahm Kench | Kindred | Rhaast | Bel'Veth | Rek'Sai,"Miss Fortune★ (Guinsoo's Rageblade, Infinity Edge, Giant Slayer) | Maokai★ (Gargoyle Stoneplate, Evenshroud, Warmog's Armor) | Urgot★ (Infinity Edge, Quicksilver, Sterak's Gage) | Tahm Kench (Gargoyle Stoneplate, Sunfire Cape, Evenshroud) | Kindred | Rhaast | Bel'Veth | Rek'Sai"
C,Mecha Urgot,7,Easy,4.91,0.02,8.6%,42.3%,Urgot | Aurora | Maokai | Rhaast | The Mighty Mech | Akali,"Urgot★ (Infinity Edge, Striker's Flail, Quicksilver) | Aurora★ (Red Buff, Spear of Shojin, Void Staff) | Maokai★ (Spirit Visage, Warmog's Armor, Warmog's Armor) | Rhaast★ (Bramble Vest, Gargoyle Stoneplate, Spirit Visage) | The Mighty Mech | Akali"
C,Challenger Miss Fortune Diana,7,Easy,4.96,0.06,6.3%,40.9%,Miss Fortune | Diana | Ornn | Rhaast | Kindred | Aatrox | Leona,"Miss Fortune★ (Infinity Edge, Giant Slayer, Striker's Flail) | Diana★ (Bloodthirster, Guinsoo's Rageblade, Titan's Resolve) | Ornn★ (Bramble Vest, Gargoyle Stoneplate, Steadfast Heart) | Rhaast★ (Sunfire Cape, Spirit Visage, Warmog's Armor) | Kindred | Aatrox | Leona"
C,Vanguard LeBlanc,,Medium,4.97,0.18,6.7%,40.2%,LeBlanc | Nunu & Willump | Karma | Illaoi | Meepsie | Mordekaiser | Zoe | Leona,"LeBlanc (Guinsoo's Rageblade, Jeweled Gauntlet, Giant Slayer) | Nunu & Willump (Adaptive Helm, Bramble Vest, Protector's Vow) | Karma (Shepherd Emblem, Morellonomicon, Void Staff) | Illaoi (Ionic Spark, Sunfire Cape, Warmog's Armor) | Meepsie | Mordekaiser | Zoe | Leona"
C,Fateweaver Jax,6,Easy,4.98,0.03,4.7%,41.5%,Jax | Twisted Fate | Caitlyn | Talon | Corki | Riven | Milio | Aatrox,"Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Twisted Fate★ (Nashor's Tooth, Nashor's Tooth, Rabadon's Deathcap) | Caitlyn★ (Guinsoo's Rageblade, Giant Slayer, Kraken's Fury) | Talon★ (Hextech Gunblade, Red Buff, Spear of Shojin) | Corki | Riven | Milio | Aatrox★"
C,Sniper Xayah Rammus,,Easy,4.99,0.08,9.5%,39.4%,Xayah | Rammus | Nunu & Willump | Jhin | Bard | Rhaast | Gnar | Jax | Mordekaiser,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Rammus (Stargazer Emblem, Gargoyle Stoneplate, Warmog's Armor) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Jhin (Deathblade, Infinity Edge, Last Whisper) | Bard | Rhaast | Gnar | Jax | Mordekaiser"
