Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Vanguard Teemo,5,Medium,4.08,0.41,11.4%,59.3%,Teemo | Leona | Nasus | Lissandra | Nami | Illaoi | Mordekaiser | Zoe,"Teemo★ (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Leona★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Warmog's Armor) | Nasus★ (Sunfire Cape, Spirit Visage, Warmog's Armor) | Lissandra★ (Morellonomicon, Spear of Shojin, Void Staff) | Nami | Illaoi | Mordekaiser | Zoe★"
S,Marauder Master Yi,,Medium,4.19,1.03,13.6%,55.7%,Master Yi | Kindred | Tahm Kench | Fiora | Morgana | Maokai | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Marauder Emblem, Guinsoo's Rageblade, Kraken's Fury) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Hand Of Justice) | Morgana | Maokai | Urgot | Bel'Veth | Gragas"
S,Fateweaver Twisted Fate,5,Medium,4.20,0.40,11.4%,56.7%,Twisted Fate | Jax | Caitlyn | Talon | Corki | Riven | Milio | Aatrox,"Twisted Fate★ (Nashor's Tooth, Nashor's Tooth, Rabadon's Deathcap) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Caitlyn★ (Deathblade, Guinsoo's Rageblade, Giant Slayer) | Talon★ (Edge of Night, Hextech Gunblade, Spear of Shojin) | Corki | Riven | Milio | Aatrox★"
S,N.O.V.A. Kindred,,Easy,4.20,0.05,21.8%,53.5%,Tahm Kench | Maokai | Graves | Fiora | Morgana | Shen | Vex | Akali | Aatrox,"Tahm Kench (Gargoyle Stoneplate, Sunfire Cape, Spirit Visage) | Maokai (Protector's Vow, Spirit Visage, Warmog's Armor) | Graves (Guinsoo's Rageblade, Giant Slayer, Kraken's Fury) | Fiora | Morgana | Shen | Vex | Akali | Aatrox"
S,Dark Star Nunu & Willump,,Medium,4.22,0.12,11.9%,53.9%,Nunu & Willump | Karma | Jhin | Kai'Sa | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra,"Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Jhin (Infinity Edge, Last Whisper, Striker's Flail) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra"
S,Primordian Briar,5,Medium,4.22,0.46,10.3%,56.7%,Briar | Bel'Veth | Rek'Sai | Kindred | Tahm Kench | Kai'Sa | Rhaast | Akali,"Briar★ (Bloodthirster, Sterak's Gage, Titan's Resolve) | Bel'Veth★ (Giant Slayer, Quicksilver, Kraken's Fury) | Rek'Sai★ (Protector's Vow, Sunfire Cape, Evenshroud) | Kindred (Guinsoo's Rageblade, Giant Slayer, Kraken's Fury) | Tahm Kench | Kai'Sa | Rhaast | Akali"
A,Primordian Bel'Veth,6,Easy,4.25,0.10,8.0%,55.7%,Bel'Veth | Rek'Sai | Kindred | Akali | Maokai | Aatrox | Briar | Caitlyn,"Bel'Veth★ (Giant Slayer, Quicksilver, Kraken's Fury) | Rek'Sai★ (Dragon's Claw, Sunfire Cape, Warmog's Armor) | Kindred (Deathblade, Guinsoo's Rageblade, Giant Slayer) | Akali★ (Edge of Night, Striker's Flail, Hand Of Justice) | Maokai | Aatrox★ | Briar★ | Caitlyn"
A,Dark Star Karma,,Easy,4.26,0.19,13.4%,55.5%,Karma | Jhin | Tahm Kench | The Mighty Mech | Blitzcrank | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Karma (Blue Buff, Jeweled Gauntlet, Rabadon's Deathcap) | Jhin (Infinity Edge, Last Whisper, Striker's Flail) | Tahm Kench (Sunfire Cape, Evenshroud, Warmog's Armor) | The Mighty Mech (Bramble Vest, Gargoyle Stoneplate, Sunfire Cape) | Blitzcrank | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
A,Dark Star Illaoi,7,Medium,4.30,0.14,14.1%,53.8%,Kai'Sa | Illaoi | Karma | Mordekaiser | Jhin | Meepsie | Cho'Gath | Lissandra,"Kai'Sa★ (Blue Buff, Infinity Edge, Striker's Flail) | Illaoi★ (Bramble Vest, Sunfire Cape, Evenshroud) | Karma (Jeweled Gauntlet, Rabadon's Deathcap, Spear of Shojin) | Mordekaiser (Sunfire Cape, Evenshroud, Warmog's Armor) | Jhin | Meepsie | Cho'Gath | Lissandra"
A,Vanguard Nunu & Willump,,Hard,4.32,0.38,15.7%,52.6%,Nunu & Willump | Vex | Blitzcrank | Bard | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Protector's Vow, Sunfire Cape, Warmog's Armor) | Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Bard (Morellonomicon, Spear of Shojin, Void Staff) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
A,Brawler Master Yi,,Medium,4.34,0.10,14.0%,54.8%,Master Yi | Tahm Kench | Fiora | Sona | Maokai | Urgot | Viktor | Akali | Gragas,"Master Yi (Edge of Night, Giant Slayer, Quicksilver) | Tahm Kench (Sunfire Cape, Evenshroud, Warmog's Armor) | Fiora (Edge of Night, Giant Slayer, Hand Of Justice) | Sona (Red Buff) | Maokai | Urgot | Viktor | Akali | Gragas"
A,Stargazer - The Mountain Xayah,,Medium,4.36,0.08,17.5%,54.2%,Xayah | Nunu & Willump | Jhin | Riven | Shen | Lulu | Jax | Mordekaiser | Talon,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Crownguard, Protector's Vow, Spirit Visage) | Jhin (Stargazer Emblem, Infinity Edge, Striker's Flail) | Riven (Stargazer Emblem, Bloodthirster, Sterak's Gage) | Shen | Lulu | Jax | Mordekaiser | Talon"
A,Meeple Corki,,Medium,4.42,0.49,12.1%,51.0%,Corki | Rammus | Riven | Fizz | The Mighty Mech | Meepsie | Milio | Poppy,"Corki (Deathblade, Last Whisper, Spear of Shojin) | Rammus (Bramble Vest, Crownguard, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | Fizz (Hand Of Justice) | The Mighty Mech | Meepsie | Milio | Poppy"
A,Dark Star Xayah,,Medium,4.43,0.11,16.4%,49.5%,Xayah | Nunu & Willump | Jhin | Karma | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Protector's Vow, Protector's Vow, Protector's Vow) | Jhin (Infinity Edge, Last Whisper, Giant Slayer) | Karma (Sniper Emblem, Jeweled Gauntlet, Spear of Shojin) | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
A,Dark Star Kai'Sa,7,Easy,4.45,0.04,10.6%,52.2%,Kai'Sa | Cho'Gath | Karma | Jhin | Riven | Mordekaiser | Pantheon | Lissandra,"Kai'Sa★ (Infinity Edge, Giant Slayer, Striker's Flail) | Cho'Gath★ (Gargoyle Stoneplate, Spirit Visage, Warmog's Armor) | Karma (Jeweled Gauntlet, Striker's Flail, Spear of Shojin) | Jhin (Infinity Edge, Last Whisper, Striker's Flail) | Riven | Mordekaiser | Pantheon | Lissandra"
A,Space Groove Vex,,Hard,4.45,0.35,16.8%,50.1%,Vex | Nunu & Willump | Graves | Fiora | Blitzcrank | Morgana | Shen | Akali | Aatrox,"Vex (Guinsoo's Rageblade, Hextech Gunblade, Giant Slayer) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Graves (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Fiora (Bloodthirster, Edge of Night, Sterak's Gage) | Blitzcrank | Morgana | Shen | Akali | Aatrox"
A,Mecha Aurelion Sol,,Medium,4.49,0.21,21.0%,51.0%,The Mighty Mech | Aurelion Sol | Urgot | Karma | Fiora | Tahm Kench,"The Mighty Mech (Iceblast Armor, Lioness's Lament, Gargoyle Stoneplate) | Aurelion Sol (Jeweled Gauntlet, Striker's Flail, Rabadon's Deathcap) | Urgot (Infinity Edge, Last Whisper, Giant Slayer) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Fiora | Tahm Kench"
A,Shepherd LeBlanc,,Easy,4.49,0.09,11.6%,49.2%,LeBlanc | The Mighty Mech | Karma | Illaoi | Morgana | Sona | Meepsie | Leona | Lissandra,"LeBlanc (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | The Mighty Mech (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Karma (Shepherd Emblem, Spear of Shojin, Void Staff) | Illaoi (Ionic Spark, Sunfire Cape, Warmog's Armor) | Morgana | Sona | Meepsie | Leona | Lissandra"
B,Timebreaker Lulu,7,Medium,4.54,0.24,14.2%,48.6%,Lulu | Maokai | Milio | Jax | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Maokai★ (Stargazer Emblem, Gargoyle Stoneplate, Warmog's Armor) | Milio★ (Stargazer Emblem, Jeweled Gauntlet, Spear of Shojin) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Pantheon★ | Aatrox | Twisted Fate"
B,Sniper Xayah Tahm Kench,,Medium,4.55,0.03,18.8%,47.3%,Xayah | Tahm Kench | Nunu & Willump | Jhin | Riven | Mordekaiser | Pantheon | Ezreal | Talon,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Nunu & Willump (Adaptive Helm, Protector's Vow, Sunfire Cape) | Jhin (Stargazer Emblem, Deathblade, Giant Slayer) | Riven | Mordekaiser | Pantheon | Ezreal | Talon"
