Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Vanguard Vex,,Hard,4.12,1.18,17.4%,56.4%,Vex | Nunu & Willump | Bard | Blitzcrank | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Bard (Jeweled Gauntlet, Striker's Flail, Rabadon's Deathcap) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
A,Meeple Corki,,Medium,4.31,0.80,8.5%,55.4%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Rogue Emblem, Deathblade, Last Whisper) | Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Quicksilver, Sterak's Gage) | The Mighty Mech (Sunfire Cape, Spirit Visage) | Fizz | Meepsie | Milio | Poppy"
A,Marauder Master Yi,,Medium,4.38,0.69,9.6%,53.3%,Master Yi | Kindred | Tahm Kench | Fiora | Maokai | Rhaast | Urgot | Bel'Veth | Gragas,"Master Yi (Edge of Night, Giant Slayer, Quicksilver) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Sterak's Gage) | Maokai | Rhaast | Urgot | Bel'Veth | Gragas"
A,Sniper Xayah Nunu & Willump,,Medium,4.39,0.88,16.9%,51.0%,Xayah | Nunu & Willump | Tahm Kench | Jhin | Blitzcrank | Maokai | Rhaast | Jax | Aatrox,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Tahm Kench (Stargazer Emblem, Bramble Vest, Warmog's Armor) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Blitzcrank | Maokai | Rhaast | Jax | Aatrox"
A,Dark Star Illaoi,,Easy,4.43,0.04,8.8%,52.0%,Illaoi | Karma | Kai'Sa | Jhin | Meepsie | Mordekaiser | Pantheon | Cho'Gath | Lissandra,"Illaoi (Crownguard, Gargoyle Stoneplate, Sunfire Cape) | Karma (Blue Buff, Giant Slayer, Rabadon's Deathcap) | Kai'Sa★ (Blue Buff, Infinity Edge, Striker's Flail) | Jhin (Infinity Edge, Last Whisper, Striker's Flail) | Meepsie | Mordekaiser | Pantheon | Cho'Gath | Lissandra"
A,Dark Star Jhin,,Easy,4.45,0.18,11.4%,50.8%,Jhin | Karma | Tahm Kench | Nunu & Willump | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Jhin (Infinity Edge, Last Whisper, Striker's Flail) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Tahm Kench (Dragon's Claw, Gargoyle Stoneplate, Warmog's Armor) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | The Mighty Mech | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
A,Mecha Aurelion Sol,,Medium,4.48,0.05,21.8%,49.8%,Aurelion Sol | The Mighty Mech | Urgot | Tahm Kench | Fiora | Karma,"Aurelion Sol (The Annihilator, Jeweled Gauntlet, Rabadon's Deathcap) | The Mighty Mech (Iceblast Armor, Lioness's Lament, Gargoyle Stoneplate) | Urgot (Infinity Edge, Giant Slayer, Hand Of Justice) | Tahm Kench (Sunfire Cape, Spirit Visage, Warmog's Armor) | Fiora | Karma"
A,Bulwark Vex,,Hard,4.49,1.11,19.2%,49.5%,Vex | Graves | Nunu & Willump | Blitzcrank | Fiora | Shen | Rhaast | Akali | Aatrox,"Vex (Guinsoo's Rageblade, Rabadon's Deathcap, Red Buff) | Graves (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Blitzcrank (Hand Of Justice) | Fiora | Shen | Rhaast | Akali | Aatrox"
B,Dark Star Cho'Gath,5,Easy,4.51,0.16,11.8%,49.2%,Cho'Gath | Lissandra | Kai'Sa | Karma | Jhin | The Mighty Mech | Mordekaiser | Pantheon,"Cho'Gath★ (Protector's Vow, Spirit Visage, Warmog's Armor) | Lissandra★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Kai'Sa (Deathblade, Infinity Edge, Striker's Flail) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Jhin | The Mighty Mech | Mordekaiser | Pantheon"
B,Voyager Pyke,6,Easy,4.52,0.02,7.8%,50.3%,Pyke | Gragas | Master Yi | Sona | Karma | Tahm Kench | Meepsie | Lissandra,"Pyke★ (Marauder Emblem, Edge of Night, Infinity Edge) | Gragas★ (Bramble Vest, Gargoyle Stoneplate, Evenshroud) | Master Yi (Bloodthirster, Edge of Night, Giant Slayer) | Sona (Morellonomicon) | Karma | Tahm Kench | Meepsie★ | Lissandra"
