Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Vanguard Vex,,Hard,4.03,0.42,21.7%,57.7%,Vex | Nunu & Willump | Blitzcrank | Bard | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Nunu & Willump (Adaptive Helm, Protector's Vow, Warmog's Armor) | Blitzcrank (Jeweled Gauntlet, Striker's Flail, Hand Of Justice) | Bard (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
S,Marauder Master Yi,,Medium,4.06,0.83,15.6%,58.6%,Master Yi | Kindred | Tahm Kench | Fiora | Morgana | Maokai | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Tahm Kench (Sunfire Cape, Evenshroud, Warmog's Armor) | Fiora (Edge of Night, Giant Slayer, Sterak's Gage) | Morgana | Maokai | Urgot | Bel'Veth | Gragas"
S,N.O.V.A. Tahm Kench,,Easy,4.21,0.08,25.2%,54.1%,Tahm Kench | Vex | Graves | Fiora | Shen | Morgana | Maokai | Akali | Aatrox,"Tahm Kench (Bramble Vest, Spirit Visage, Warmog's Armor) | Vex (Guinsoo's Rageblade, Hextech Gunblade, Giant Slayer) | Graves (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Fiora (Bloodthirster, Giant Slayer, Sterak's Gage) | Shen | Morgana | Maokai | Akali | Aatrox"
S,Dark Star Karma,,Easy,4.22,0.27,15.7%,54.7%,Karma | Tahm Kench | Jhin | Kai'Sa | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra,"Karma (Blue Buff, Morellonomicon, Void Staff) | Tahm Kench (Bramble Vest, Evenshroud, Warmog's Armor) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra"
S,Dark Star Nunu & Willump,,Medium,4.23,0.16,15.4%,54.7%,Nunu & Willump | Kai'Sa | Karma | Jhin | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra,"Nunu & Willump (Adaptive Helm, Adaptive Helm, Protector's Vow) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra"
A,Dark Star Kai'Sa,7,Medium,4.29,0.11,12.8%,54.0%,Kai'Sa | Illaoi | Karma | Jhin | Meepsie | Mordekaiser | Cho'Gath | Lissandra,"Kai'Sa★ (Blue Buff, Infinity Edge, Striker's Flail) | Illaoi★ (Bramble Vest, Evenshroud, Warmog's Armor) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Meepsie | Mordekaiser | Cho'Gath | Lissandra"
A,Meeple Corki,,Hard,4.31,1.37,9.1%,55.3%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Deathblade, Last Whisper, Striker's Flail) | Rammus (Bramble Vest, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Giant Slayer, Sterak's Gage) | The Mighty Mech (Adaptive Helm, Sunfire Cape) | Fizz | Meepsie | Milio | Poppy"
A,Stargazer - The Mountain Lulu,7,Medium,4.36,0.36,14.8%,51.8%,Lulu | Jax | Milio | Maokai | Pantheon | Aatrox | Twisted Fate,"Lulu★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Milio★ (Stargazer Emblem, Morellonomicon, Spear of Shojin) | Maokai★ (Stargazer Emblem, Spirit Visage, Warmog's Armor) | Pantheon★ | Aatrox | Twisted Fate"
A,Dark Star Riven,,Medium,4.39,0.06,15.0%,51.5%,Riven | Kai'Sa | Tahm Kench | Jhin | Blitzcrank | The Mighty Mech | Karma | Mordekaiser | Cho'Gath,"Riven (Dark Star Emblem, Bloodthirster, Giant Slayer) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Tahm Kench (Gargoyle Stoneplate, Steadfast Heart, Evenshroud) | Jhin (Deathblade, Infinity Edge, Striker's Flail) | Blitzcrank | The Mighty Mech | Karma | Mordekaiser | Cho'Gath"
A,Vanguard Leona Teemo,5,Medium,4.46,0.08,10.6%,51.2%,Leona | Teemo | Zoe | Nasus | Nami | Illaoi | Mordekaiser | Lissandra,"Leona★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Warmog's Armor) | Teemo★ (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Zoe★ (Morellonomicon, Rabadon's Deathcap, Void Staff) | Nasus★ (B.F. Sword) | Nami | Illaoi | Mordekaiser | Lissandra★"
