Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Voyager Viktor,7,Medium,3.91,0.52,12.6%,62.1%,Viktor | Illaoi | Nami | Rhaast | Meepsie | Mordekaiser | Pyke | Lissandra,"Viktor★ (Drone Uplink, Jeweled Gauntlet, Rabadon's Deathcap) | Illaoi★ (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Nami (Giant Slayer, Spear of Shojin, Void Staff) | Rhaast★ (Protector's Vow, Sunfire Cape, Warmog's Armor) | Meepsie | Mordekaiser | Pyke | Lissandra"
S,Primordian Bel'Veth,6,Medium,4.15,0.45,9.5%,58.4%,Bel'Veth | Rek'Sai | Akali | Kindred | Maokai | Aatrox | Briar | Caitlyn,"Bel'Veth★ (Giant Slayer, Quicksilver, Kraken's Fury) | Rek'Sai★ (Protector's Vow, Sunfire Cape, Spirit Visage) | Akali★ (Edge of Night, Striker's Flail, Hand Of Justice) | Kindred (Deathblade, Guinsoo's Rageblade, Giant Slayer) | Maokai | Aatrox | Briar★ | Caitlyn"
S,Vanguard Teemo,5,Medium,4.22,0.25,8.6%,56.8%,Teemo | Leona | Lissandra | Nasus | Nami | Illaoi | Mordekaiser | Zoe,"Teemo★ (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Leona★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Warmog's Armor) | Lissandra★ (Morellonomicon, Spear of Shojin, Void Staff) | Nasus★ (Ionic Spark, Sunfire Cape, Warmog's Armor) | Nami | Illaoi | Mordekaiser | Zoe★"
A,Mecha Urgot,7,Medium,4.25,0.29,12.2%,55.4%,Urgot | Aurora | Maokai | The Mighty Mech | Rhaast | Akali,"Urgot★ (Infinity Edge, Giant Slayer, Quicksilver) | Aurora★ (Jeweled Gauntlet, Giant Slayer, Spear of Shojin) | Maokai★ (Protector's Vow, Evenshroud, Warmog's Armor) | The Mighty Mech (Protector's Vow, Sunfire Cape, Evenshroud) | Rhaast★ | Akali"
A,Fateweaver Twisted Fate,5,Medium,4.26,0.39,9.9%,55.5%,Twisted Fate | Jax | Caitlyn | Talon | Corki | Riven | Milio | Aatrox,"Twisted Fate★ (Nashor's Tooth, Nashor's Tooth, Rabadon's Deathcap) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Caitlyn★ (Deathblade, Guinsoo's Rageblade, Giant Slayer) | Talon★ (Edge of Night, Hextech Gunblade, Spear of Shojin) | Corki | Riven | Milio | Aatrox★"
A,Vanguard Nunu & Willump,,Medium,4.26,0.38,14.0%,54.0%,Nunu & Willump | Karma | Vex | Bard | Blitzcrank | Sona | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Karma (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Vex (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Bard | Blitzcrank | Sona | Illaoi | Meepsie | Mordekaiser"
A,Sniper Xayah,,Medium,4.30,0.69,20.4%,52.1%,Xayah | Nunu & Willump | Rammus | Jhin | Bard | Rhaast | Gnar | Jax | Mordekaiser,"Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Rammus (Dragon's Claw, Sunfire Cape, Evenshroud) | Jhin (Infinity Edge, Last Whisper, Giant Slayer) | Bard | Rhaast | Gnar | Jax | Mordekaiser"
A,Meeple Veigar,5,Medium,4.32,0.14,11.8%,53.2%,Veigar | Poppy | Lissandra | Rammus | Corki | Illaoi | Meepsie | Mordekaiser,"Veigar★ (Jeweled Gauntlet, Nashor's Tooth, Nashor's Tooth) | Poppy★ (Crownguard, Protector's Vow, Ionic Spark) | Lissandra★ (Jeweled Gauntlet, Spear of Shojin, Void Staff) | Rammus (Bramble Vest, Gargoyle Stoneplate, Warmog's Armor) | Corki | Illaoi | Meepsie | Mordekaiser"
A,Timebreaker Pyke,6,Easy,4.38,0.05,5.9%,54.4%,Pyke | Gwen | Pantheon | Milio | Corki | Riven | Gragas | Meepsie,"Pyke★ (Rogue Emblem, Target-Lock Optics, Infinity Edge) | Gwen★ (Jeweled Gauntlet, Nashor's Tooth, Hand Of Justice) | Pantheon★ (Dragon's Claw, Protector's Vow, Warmog's Armor) | Milio★ (Morellonomicon, Spear of Shojin, Void Staff) | Corki | Riven | Gragas★ | Meepsie★"
A,Dark Star Nunu & Willump,,Easy,4.39,0.07,14.2%,51.6%,Nunu & Willump | Xayah | Jhin | Karma | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra,"Nunu & Willump (Protector's Vow, Protector's Vow, Protector's Vow) | Xayah (Battle Bunny Crossbow, Guinsoo's Rageblade, Infinity Edge) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | Karma (Blue Buff, Jeweled Gauntlet, Rabadon's Deathcap) | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath | Lissandra"
