Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.14,-1.36,29.9%,3980,0.6%,Karma | Rhaast | Sona | Milio | Meepsie
Voyager Emblem,A,4.14,-0.20,15.8%,18811,3.1%,Bard | Sona | Blitzcrank | Illaoi | Riven
Brawler Emblem,B,4.19,-0.19,13.8%,20141,3.3%,Master Yi | Nunu & Willump | Fiora | Ornn | Riven
Space Groove Emblem,B,4.29,-0.17,14.6%,43125,7.0%,Riven | Shen | Tahm Kench | Rammus | Nunu & Willump
Rogue Emblem,B,4.37,-0.11,10.8%,19864,3.2%,Corki | Blitzcrank | Jhin | Nami | Karma
Marauder Emblem,B,4.35,-0.11,12.8%,14731,2.4%,Kindred | Graves | Riven | Jhin | Miss Fortune
Bastion Emblem,B,4.38,-0.10,13.1%,18888,3.1%,Riven | Nunu & Willump | Tahm Kench | Blitzcrank | The Mighty Mech
Dark Star Emblem,C,4.41,-0.10,12.2%,28817,4.7%,Aurelion Sol | Bard | Riven | Blitzcrank | Xayah
Meeple Emblem,C,4.45,-0.08,13.1%,20448,3.3%,Riven | The Mighty Mech | Blitzcrank | Jhin | Milio
Sniper Emblem,C,4.44,-0.07,14.6%,14979,2.4%,Nami | Blitzcrank | Graves | Kai'Sa | Corki
Primordian Emblem,C,4.43,-0.07,11.5%,10491,1.7%,Maokai | Tahm Kench | Illaoi | Nunu & Willump | The Mighty Mech
Timebreaker Emblem,C,4.45,-0.07,13.1%,15609,2.5%,Fizz | Blitzcrank | Corki | Jhin | Shen
Stargazer Emblem,C,4.49,-0.06,14.9%,32410,5.3%,Maokai | Jhin | Blitzcrank | Tahm Kench | Rhaast
N.O.V.A. Emblem,C,4.51,-0.05,11.9%,17999,2.9%,Master Yi | Fiora | Urgot | Bel'Veth | Blitzcrank
Shepherd Emblem,C,4.51,-0.05,11.6%,14525,2.4%,Karma | Blitzcrank | Nunu & Willump | Mordekaiser | Bard
Psionic Emblem,C,4.53,-0.04,11.1%,14344,2.3%,Blitzcrank | Fiora | Urgot | Tahm Kench | Kindred
Vanguard Emblem,C,4.56,-0.03,13.1%,20631,3.4%,Meepsie | Tahm Kench | Diana | Ornn | The Mighty Mech
Tactician's Cape,C,4.29,-0.01,13.6%,5250,0.9%,Milio | Karma | Bel'Veth | Lissandra | Urgot
Challenger Emblem,C,4.61,-0.01,9.4%,16661,2.7%,Urgot | Master Yi | Fiora | Akali | LeBlanc
Tactician's Shield,C,3.95,-0.00,23.0%,204,0.0%,Aatrox | Meepsie | Mordekaiser | Fizz | Maokai
Arbiter Emblem,D,4.85,+0.08,9.2%,11888,1.9%,Illaoi | Blitzcrank | Karma | Nunu & Willump | Sona
Anima Emblem,D,5.11,+0.17,12.2%,9642,1.6%,Meepsie | Maokai | Tahm Kench | Nunu & Willump | Mordekaiser
