Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.21,-1.29,29.6%,3344,0.6%,Milio | Karma | Sona | Meepsie | Rhaast
Voyager Emblem,A,4.03,-0.26,16.9%,21090,3.5%,Bard | Riven | Milio | Sona | Blitzcrank
Dark Star Emblem,A,4.17,-0.25,14.8%,52046,8.6%,Aurelion Sol | Bard | Riven | Xayah | Blitzcrank
Brawler Emblem,A,4.09,-0.23,15.2%,22003,3.6%,Master Yi | Nunu & Willump | Fiora | The Mighty Mech | Mordekaiser
Rogue Emblem,B,4.24,-0.17,11.1%,22308,3.7%,Corki | Jhin | Karma | Blitzcrank | Fiora
Marauder Emblem,B,4.29,-0.13,14.4%,16207,2.7%,Kindred | Graves | Riven | Jhin | Kai'Sa
Shepherd Emblem,C,4.43,-0.08,12.4%,14484,2.4%,Karma | Blitzcrank | Mordekaiser | Nunu & Willump | Bard
Stargazer Emblem,C,4.50,-0.06,15.5%,33812,5.6%,Maokai | Jhin | Milio | Pantheon | Rhaast
Timebreaker Emblem,C,4.47,-0.06,11.8%,16641,2.7%,Fizz | Corki | The Mighty Mech | Jhin | Bard
Bastion Emblem,C,4.49,-0.05,11.0%,18760,3.1%,Riven | Nunu & Willump | The Mighty Mech | Tahm Kench | Maokai
Primordian Emblem,C,4.48,-0.05,12.2%,10495,1.7%,Maokai | Tahm Kench | The Mighty Mech | Illaoi | Nunu & Willump
Psionic Emblem,C,4.51,-0.05,11.8%,14317,2.4%,Fiora | Urgot | Blitzcrank | Maokai | Tahm Kench
Meeple Emblem,C,4.55,-0.03,12.2%,21322,3.5%,Riven | The Mighty Mech | Milio | Nunu & Willump | Blitzcrank
N.O.V.A. Emblem,C,4.56,-0.03,11.8%,17685,2.9%,Master Yi | Fiora | Urgot | Bel'Veth | Jhin
Vanguard Emblem,C,4.60,-0.01,12.5%,20972,3.5%,Meepsie | Tahm Kench | Diana | The Mighty Mech | Rammus
Tactician's Cape,C,4.33,-0.01,13.1%,5331,0.9%,Milio | Karma | Lissandra | Bel'Veth | Urgot
Tactician's Shield,C,4.24,-0.00,11.5%,165,0.0%,Aatrox | Meepsie | Milio | Poppy | Urgot
Sniper Emblem,D,4.69,+0.03,12.2%,14257,2.3%,Kai'Sa | Blitzcrank | Karma | Graves | Bard
Challenger Emblem,D,4.71,+0.03,9.9%,16833,2.8%,Master Yi | Fiora | Urgot | LeBlanc | Riven
Space Groove Emblem,D,4.83,+0.08,9.9%,14125,2.3%,Riven | Nunu & Willump | Tahm Kench | Karma | Illaoi
Arbiter Emblem,D,4.97,+0.13,8.7%,12475,2.1%,Illaoi | Talon | Nunu & Willump | Blitzcrank | Karma
Anima Emblem,D,5.10,+0.17,11.1%,9918,1.6%,Meepsie | The Mighty Mech | Mordekaiser | Maokai | Tahm Kench
