Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.34,-1.16,27.9%,1628,0.6%,Milio | Lissandra | Karma | Meepsie | Sona
Brawler Emblem,A,3.99,-0.28,17.6%,10651,3.6%,Master Yi | Fiora | Riven | The Mighty Mech | Nunu & Willump
Voyager Emblem,A,4.04,-0.26,17.3%,11843,4.0%,Bard | Riven | Illaoi | Mordekaiser | Jhin
Dark Star Emblem,A,4.19,-0.23,16.0%,22611,7.7%,Riven | Aurelion Sol | Bard | Xayah | Blitzcrank
Rogue Emblem,A,4.15,-0.21,13.0%,11185,3.8%,Corki | Jhin | Karma | Bel'Veth | Blitzcrank
Marauder Emblem,B,4.15,-0.20,17.1%,8174,2.8%,Kindred | Riven | Graves | Jhin | Kai'Sa
Shepherd Emblem,C,4.40,-0.09,13.9%,7889,2.7%,Karma | Mordekaiser | Blitzcrank | Nunu & Willump | Bard
Bastion Emblem,C,4.42,-0.09,12.6%,9517,3.2%,Riven | The Mighty Mech | Nunu & Willump | Tahm Kench | Maokai
N.O.V.A. Emblem,C,4.43,-0.08,13.5%,8359,2.8%,Master Yi | Fiora | Urgot | Bel'Veth | Riven
Timebreaker Emblem,C,4.44,-0.08,13.3%,9290,3.2%,Fizz | Corki | Jhin | The Mighty Mech | Bard
Psionic Emblem,C,4.43,-0.08,12.7%,7545,2.6%,Fiora | Urgot | Tahm Kench | Maokai | Riven
Primordian Emblem,C,4.46,-0.06,12.9%,5401,1.8%,Maokai | Cho'Gath | Tahm Kench | The Mighty Mech | Illaoi
Stargazer Emblem,C,4.53,-0.04,14.6%,14492,4.9%,Milio | Maokai | Pantheon | Aatrox | Rhaast
Meeple Emblem,C,4.54,-0.04,12.4%,11788,4.0%,Riven | The Mighty Mech | Milio | Nunu & Willump | Shen
Vanguard Emblem,C,4.54,-0.04,13.4%,10850,3.7%,Meepsie | The Mighty Mech | LeBlanc | Diana | Tahm Kench
Tactician's Cape,C,4.28,-0.01,13.4%,2629,0.9%,Milio | Lissandra | Bel'Veth | Urgot | Karma
Tactician's Shield,C,4.03,-0.00,18.6%,86,0.0%,Meepsie | Aatrox | Bel'Veth | Gragas | Milio
Challenger Emblem,D,4.67,+0.02,11.7%,7999,2.7%,Master Yi | Fiora | Urgot | LeBlanc | Riven
Sniper Emblem,D,4.71,+0.04,12.2%,7147,2.4%,Kai'Sa | Karma | Bard | Corki | Riven
Space Groove Emblem,D,4.78,+0.06,10.5%,7845,2.7%,Riven | Nunu & Willump | Tahm Kench | Karma | Illaoi
Arbiter Emblem,D,4.95,+0.13,9.4%,6820,2.3%,Illaoi | Karma | Mordekaiser | Nunu & Willump | The Mighty Mech
Anima Emblem,D,5.12,+0.18,11.5%,4937,1.7%,Meepsie | Mordekaiser | Maokai | The Mighty Mech | Tahm Kench
