Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.34,-1.16,28.7%,1347,0.6%,Lissandra | Milio | Akali | Kai'Sa | Karma
Brawler Emblem,A,3.99,-0.29,18.0%,9124,4.1%,Master Yi | Fiora | Riven | Nunu & Willump | The Mighty Mech
Voyager Emblem,A,4.05,-0.25,17.2%,7867,3.6%,Mordekaiser | Illaoi | Jhin | Riven | Tahm Kench
Marauder Emblem,A,4.05,-0.24,17.9%,7216,3.3%,Kindred | Riven | Graves | Briar | Jhin
Dark Star Emblem,A,4.20,-0.23,15.5%,18715,8.5%,Riven | Xayah | Blitzcrank | Bard | The Mighty Mech
Rogue Emblem,B,4.18,-0.20,13.7%,8816,4.0%,Corki | Jhin | Karma | Bel'Veth | Master Yi
Bastion Emblem,B,4.34,-0.12,14.0%,7397,3.3%,Nunu & Willump | Riven | Tahm Kench | Maokai | The Mighty Mech
Timebreaker Emblem,B,4.39,-0.10,15.0%,8003,3.6%,Jhin | Corki | Fizz | Kai'Sa | Xayah
Shepherd Emblem,C,4.39,-0.09,14.0%,5594,2.5%,Karma | Mordekaiser | Nunu & Willump | Blitzcrank | Leona
Primordian Emblem,C,4.39,-0.09,11.9%,4680,2.1%,Maokai | Cho'Gath | Tahm Kench | Akali | Mordekaiser
N.O.V.A. Emblem,C,4.44,-0.09,13.8%,9434,4.3%,Master Yi | Fiora | Bel'Veth | Urgot | Riven
Psionic Emblem,C,4.42,-0.08,12.2%,6018,2.7%,Fiora | Urgot | Tahm Kench | Maokai | Kindred
Stargazer Emblem,C,4.47,-0.08,15.4%,12724,5.8%,Jhin | Aatrox | Milio | Riven | Pantheon
Vanguard Emblem,C,4.51,-0.05,13.0%,8180,3.7%,Meepsie | Tahm Kench | Rammus | LeBlanc | The Mighty Mech
Challenger Emblem,C,4.58,-0.02,11.5%,6568,3.0%,Master Yi | Fiora | Urgot | Briar | Riven
Meeple Emblem,C,4.59,-0.01,13.6%,8191,3.7%,Riven | The Mighty Mech | Milio | Nunu & Willump | Illaoi
Tactician's Cape,C,4.35,-0.01,13.6%,2102,1.0%,Lissandra | Milio | Bel'Veth | Urgot | Karma
Tactician's Shield,C,4.13,-0.00,16.5%,91,0.0%,Meepsie | Mordekaiser | Lissandra | Akali | Milio
Space Groove Emblem,D,4.69,+0.03,11.6%,6242,2.8%,Riven | Nunu & Willump | Tahm Kench | Illaoi | Fiora
Sniper Emblem,D,4.70,+0.03,12.3%,5907,2.7%,Kai'Sa | Karma | Bard | Corki | Riven
Arbiter Emblem,D,4.75,+0.05,10.9%,4973,2.3%,Illaoi | Mordekaiser | Nunu & Willump | Karma | Nasus
Anima Emblem,D,5.02,+0.14,11.7%,3691,1.7%,Mordekaiser | Meepsie | Tahm Kench | Maokai | Nunu & Willump
