Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.17,-1.33,31.7%,3055,0.6%,Milio | Karma | Lissandra | Sona | Meepsie
Voyager Emblem,A,4.03,-0.27,17.8%,21116,3.8%,Bard | Aurelion Sol | Riven | Milio | Sona
Brawler Emblem,A,4.06,-0.25,16.3%,20771,3.8%,Master Yi | Nunu & Willump | Fiora | The Mighty Mech | Mordekaiser
Dark Star Emblem,A,4.18,-0.25,15.3%,51306,9.3%,Aurelion Sol | Bard | Riven | Xayah | Blitzcrank
Marauder Emblem,B,4.19,-0.18,16.3%,15580,2.8%,Kindred | Graves | Riven | Jhin | Kai'Sa
Rogue Emblem,B,4.24,-0.17,12.0%,21409,3.9%,Corki | Jhin | Karma | Blitzcrank | Fiora
Shepherd Emblem,C,4.39,-0.09,14.1%,13692,2.5%,Karma | Mordekaiser | Blitzcrank | Nunu & Willump | Bard
Timebreaker Emblem,C,4.48,-0.06,12.2%,16827,3.0%,Fizz | Corki | The Mighty Mech | Bard | Jhin
Primordian Emblem,C,4.48,-0.05,12.4%,9873,1.8%,Maokai | Tahm Kench | The Mighty Mech | Cho'Gath | Mordekaiser
Psionic Emblem,C,4.50,-0.05,12.1%,13752,2.5%,Fiora | Urgot | Tahm Kench | Blitzcrank | Maokai
Bastion Emblem,C,4.51,-0.05,11.2%,17401,3.2%,Riven | The Mighty Mech | Nunu & Willump | Tahm Kench | Maokai
N.O.V.A. Emblem,C,4.54,-0.04,12.1%,15919,2.9%,Master Yi | Fiora | Urgot | Bel'Veth | Riven
Stargazer Emblem,C,4.55,-0.03,14.7%,26415,4.8%,Maokai | Milio | Pantheon | Aatrox | Rhaast
Vanguard Emblem,C,4.55,-0.03,12.9%,19627,3.6%,Meepsie | The Mighty Mech | Diana | Tahm Kench | LeBlanc
Meeple Emblem,C,4.57,-0.02,12.4%,21368,3.9%,Riven | The Mighty Mech | Milio | Nunu & Willump | Shen
Tactician's Cape,C,4.32,-0.01,13.3%,5029,0.9%,Milio | Lissandra | Bel'Veth | Karma | Urgot
Tactician's Shield,C,4.19,-0.00,16.3%,178,0.0%,Mordekaiser | Milio | Meepsie | Aatrox | Gragas
Challenger Emblem,D,4.66,+0.01,11.0%,14851,2.7%,Master Yi | Fiora | LeBlanc | Urgot | Riven
Sniper Emblem,D,4.76,+0.05,11.7%,12832,2.3%,Kai'Sa | Karma | Bard | Corki | Riven
Space Groove Emblem,D,4.79,+0.06,10.7%,13448,2.4%,Riven | Nunu & Willump | Tahm Kench | Karma | Illaoi
Arbiter Emblem,D,4.93,+0.12,9.6%,11663,2.1%,Illaoi | Nunu & Willump | Karma | Talon | Mordekaiser
Anima Emblem,D,5.07,+0.16,11.5%,9275,1.7%,Meepsie | Mordekaiser | The Mighty Mech | Maokai | Tahm Kench
