Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.11,-1.39,31.7%,2255,0.6%,Milio | Lissandra | Bel'Veth | Urgot | Karma
Brawler Emblem,A,4.03,-0.27,17.4%,17236,4.4%,Master Yi | Fiora | Riven | Nunu & Willump | The Mighty Mech
Marauder Emblem,A,4.10,-0.23,18.0%,13173,3.3%,Kindred | Riven | Graves | Kai'Sa | Jhin
Dark Star Emblem,A,4.22,-0.22,15.6%,33959,8.6%,Riven | Xayah | Bard | Blitzcrank | The Mighty Mech
Rogue Emblem,A,4.15,-0.21,13.9%,16718,4.2%,Corki | Jhin | Karma | Bel'Veth | Master Yi
Voyager Emblem,A,4.13,-0.21,16.7%,13504,3.4%,Riven | Jhin | Bard | Kai'Sa | Mordekaiser
Primordian Emblem,C,4.39,-0.09,13.3%,8483,2.1%,Cho'Gath | Maokai | Tahm Kench | The Mighty Mech | Urgot
Timebreaker Emblem,C,4.43,-0.08,14.1%,13431,3.4%,Fizz | Corki | Jhin | Kai'Sa | The Mighty Mech
Stargazer Emblem,C,4.47,-0.08,16.1%,24008,6.1%,Milio | Maokai | Pantheon | Aatrox | Rhaast
N.O.V.A. Emblem,C,4.45,-0.07,13.3%,14019,3.5%,Master Yi | Fiora | Urgot | Bel'Veth | Riven
Bastion Emblem,C,4.49,-0.06,12.7%,13152,3.3%,Riven | The Mighty Mech | Nunu & Willump | Tahm Kench | Maokai
Psionic Emblem,C,4.51,-0.05,11.9%,10411,2.6%,Fiora | Urgot | Kindred | Maokai | Tahm Kench
Shepherd Emblem,C,4.57,-0.02,12.1%,9302,2.4%,Karma | Mordekaiser | Nunu & Willump | Blitzcrank | Bard
Vanguard Emblem,C,4.59,-0.02,12.2%,13769,3.5%,LeBlanc | Tahm Kench | Meepsie | The Mighty Mech | Rammus
Tactician's Cape,C,4.30,-0.01,14.2%,3573,0.9%,Milio | Lissandra | Urgot | Bel'Veth | Karma
Tactician's Shield,C,4.05,-0.00,16.1%,118,0.0%,Aatrox | Milio | Mordekaiser | Maokai | Gragas
Challenger Emblem,D,4.65,+0.01,11.2%,12066,3.1%,Master Yi | Fiora | Urgot | Riven | Kai'Sa
Meeple Emblem,D,4.71,+0.04,12.4%,15356,3.9%,Riven | The Mighty Mech | Milio | Nunu & Willump | Shen
Sniper Emblem,D,4.74,+0.05,12.3%,9692,2.5%,Kai'Sa | Karma | Bard | Corki | Riven
Space Groove Emblem,D,4.80,+0.07,11.4%,9414,2.4%,Riven | Tahm Kench | Nunu & Willump | Maokai | Illaoi
Arbiter Emblem,D,4.84,+0.08,9.9%,8672,2.2%,Illaoi | Mordekaiser | Nunu & Willump | Teemo | Nasus
Anima Emblem,D,5.10,+0.17,10.9%,6672,1.7%,Maokai | Mordekaiser | Tahm Kench | Meepsie | The Mighty Mech
