Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.37,-1.13,27.8%,1237,0.6%,Milio | Lissandra | Karma | Meepsie | Bel'Veth
Brawler Emblem,A,4.00,-0.27,17.4%,7947,3.6%,Master Yi | Fiora | Riven | Nunu & Willump | The Mighty Mech
Voyager Emblem,A,4.04,-0.26,17.2%,8859,4.0%,Riven | Bard | Jhin | Mordekaiser | Illaoi
Dark Star Emblem,A,4.18,-0.23,16.2%,16544,7.5%,Riven | Xayah | Bard | Blitzcrank | Aurelion Sol
Rogue Emblem,A,4.14,-0.22,13.1%,8373,3.8%,Corki | Jhin | Karma | Bel'Veth | Blitzcrank
Marauder Emblem,B,4.15,-0.19,17.4%,6041,2.7%,Kindred | Riven | Graves | Jhin | Kai'Sa
Bastion Emblem,B,4.39,-0.10,12.6%,7115,3.2%,Riven | The Mighty Mech | Nunu & Willump | Tahm Kench | Maokai
Shepherd Emblem,C,4.38,-0.10,14.1%,5898,2.7%,Karma | Mordekaiser | Blitzcrank | Nunu & Willump | Bard
N.O.V.A. Emblem,C,4.41,-0.09,13.5%,6237,2.8%,Master Yi | Fiora | Urgot | Bel'Veth | Riven
Timebreaker Emblem,C,4.43,-0.08,13.3%,6997,3.2%,Fizz | Corki | Jhin | The Mighty Mech | Kai'Sa
Psionic Emblem,C,4.44,-0.07,12.3%,5601,2.5%,Fiora | Urgot | Tahm Kench | Kindred | Maokai
Primordian Emblem,C,4.44,-0.07,12.9%,4047,1.8%,Maokai | Cho'Gath | Tahm Kench | The Mighty Mech | Mordekaiser
Stargazer Emblem,C,4.53,-0.05,14.5%,10925,5.0%,Milio | Maokai | Pantheon | Aatrox | Rhaast
Meeple Emblem,C,4.53,-0.04,12.5%,8780,4.0%,Riven | The Mighty Mech | Milio | Nunu & Willump | Shen
Vanguard Emblem,C,4.55,-0.03,13.2%,8135,3.7%,Meepsie | The Mighty Mech | LeBlanc | Tahm Kench | Diana
Tactician's Cape,C,4.30,-0.01,13.4%,1995,0.9%,Milio | Lissandra | Bel'Veth | Urgot | Karma
Tactician's Shield,C,3.96,-0.00,22.4%,67,0.0%,Meepsie | Aatrox | Bel'Veth | Gragas | Milio
Challenger Emblem,D,4.68,+0.02,11.6%,5977,2.7%,Master Yi | Fiora | Urgot | LeBlanc | Riven
Sniper Emblem,D,4.72,+0.04,12.2%,5349,2.4%,Kai'Sa | Karma | Bard | Corki | Riven
Space Groove Emblem,D,4.77,+0.06,10.5%,5953,2.7%,Riven | Nunu & Willump | Tahm Kench | Karma | Illaoi
Arbiter Emblem,D,4.97,+0.13,9.4%,5189,2.4%,Illaoi | Karma | Mordekaiser | Nunu & Willump | The Mighty Mech
Anima Emblem,D,5.11,+0.18,11.6%,3694,1.7%,Meepsie | Mordekaiser | Maokai | The Mighty Mech | Tahm Kench
