Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.20,-1.30,29.5%,2430,0.6%,Karma | Sona | Milio | Rhaast | Meepsie
Voyager Emblem,A,4.14,-0.21,15.7%,12270,3.1%,Bard | Sona | Blitzcrank | Illaoi | Jhin
Brawler Emblem,A,4.15,-0.20,13.9%,12942,3.3%,Master Yi | Nunu & Willump | Fiora | The Mighty Mech | Mordekaiser
Rogue Emblem,B,4.30,-0.13,10.6%,11616,2.9%,Corki | Jhin | Blitzcrank | Karma | Fiora
Marauder Emblem,B,4.33,-0.12,13.0%,9459,2.4%,Kindred | Graves | Riven | Jhin | Miss Fortune
Dark Star Emblem,C,4.44,-0.09,11.6%,21392,5.4%,Aurelion Sol | Bard | Xayah | Riven | Blitzcrank
Shepherd Emblem,C,4.44,-0.07,12.4%,9279,2.4%,Karma | Blitzcrank | Nunu & Willump | Mordekaiser | Bard
Bastion Emblem,C,4.45,-0.07,11.6%,11293,2.9%,Riven | Nunu & Willump | Tahm Kench | The Mighty Mech | Maokai
Meeple Emblem,C,4.46,-0.07,12.9%,11380,2.9%,Riven | The Mighty Mech | Milio | Blitzcrank | Nunu & Willump
Psionic Emblem,C,4.47,-0.06,11.6%,9288,2.4%,Fiora | Blitzcrank | Urgot | Tahm Kench | Kindred
Stargazer Emblem,C,4.51,-0.06,15.2%,21963,5.6%,Jhin | Maokai | Tahm Kench | Blitzcrank | Rhaast
Timebreaker Emblem,C,4.49,-0.05,11.1%,9006,2.3%,Fizz | Corki | Blitzcrank | Jhin | The Mighty Mech
Primordian Emblem,C,4.51,-0.04,10.8%,6432,1.6%,Maokai | Tahm Kench | Illaoi | Nunu & Willump | The Mighty Mech
N.O.V.A. Emblem,C,4.53,-0.04,11.2%,11774,3.0%,Master Yi | Fiora | Urgot | Bel'Veth | Blitzcrank
Vanguard Emblem,C,4.59,-0.02,12.6%,13357,3.4%,Meepsie | Tahm Kench | Diana | The Mighty Mech | LeBlanc
Tactician's Cape,C,4.33,-0.01,12.6%,3354,0.8%,Milio | Karma | Bel'Veth | Lissandra | Rhaast
Tactician's Shield,C,4.23,-0.00,17.0%,112,0.0%,Aatrox | Meepsie | Rhaast | Poppy | Mordekaiser
Challenger Emblem,D,4.64,+0.01,9.0%,10790,2.7%,Urgot | Master Yi | Fiora | Akali | LeBlanc
Space Groove Emblem,D,4.64,+0.01,10.8%,12510,3.2%,Riven | Shen | Nunu & Willump | Tahm Kench | Illaoi
Sniper Emblem,D,4.64,+0.01,13.1%,8524,2.2%,Blitzcrank | Kai'Sa | Graves | Karma | Bard
Arbiter Emblem,D,4.78,+0.06,10.0%,8135,2.1%,Illaoi | Blitzcrank | Karma | Nunu & Willump | Sona
Anima Emblem,D,5.03,+0.14,12.3%,5887,1.5%,Meepsie | Maokai | Mordekaiser | Nunu & Willump | Tahm Kench
