Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.22,-1.28,30.1%,3191,0.5%,Milio | Karma | Sona | Meepsie | Rhaast
Voyager Emblem,A,4.04,-0.25,16.5%,20441,3.5%,Bard | Riven | Sona | Milio | Jhin
Dark Star Emblem,A,4.17,-0.25,14.7%,50621,8.6%,Aurelion Sol | Bard | Riven | Xayah | Blitzcrank
Brawler Emblem,A,4.08,-0.24,15.0%,21418,3.6%,Master Yi | Nunu & Willump | Fiora | The Mighty Mech | Mordekaiser
Rogue Emblem,B,4.23,-0.17,11.3%,21734,3.7%,Corki | Jhin | Karma | Blitzcrank | Fiora
Marauder Emblem,B,4.31,-0.13,14.7%,15818,2.7%,Kindred | Graves | Riven | Jhin | Kai'Sa
Stargazer Emblem,C,4.48,-0.07,15.5%,32561,5.5%,Maokai | Jhin | Milio | Pantheon | Rhaast
Shepherd Emblem,C,4.45,-0.07,12.6%,14091,2.4%,Karma | Blitzcrank | Mordekaiser | Nunu & Willump | Bard
Timebreaker Emblem,C,4.47,-0.06,11.6%,16250,2.8%,Fizz | Corki | The Mighty Mech | Jhin | Bard
Bastion Emblem,C,4.48,-0.06,10.8%,18326,3.1%,Riven | The Mighty Mech | Nunu & Willump | Tahm Kench | Maokai
Primordian Emblem,C,4.48,-0.05,12.1%,10298,1.7%,Maokai | Tahm Kench | The Mighty Mech | Illaoi | Nunu & Willump
Psionic Emblem,C,4.53,-0.04,11.6%,13962,2.4%,Fiora | Urgot | Blitzcrank | Maokai | Tahm Kench
Meeple Emblem,C,4.58,-0.02,11.7%,21046,3.6%,Riven | The Mighty Mech | Milio | Nunu & Willump | Blitzcrank
N.O.V.A. Emblem,C,4.59,-0.02,11.6%,17089,2.9%,Master Yi | Fiora | Urgot | Bel'Veth | Jhin
Tactician's Cape,C,4.36,-0.01,13.3%,5146,0.9%,Milio | Lissandra | Karma | Bel'Veth | Urgot
Vanguard Emblem,C,4.61,-0.01,12.7%,20472,3.5%,Meepsie | Tahm Kench | Diana | The Mighty Mech | Rammus
Tactician's Shield,C,3.87,-0.00,16.4%,165,0.0%,Meepsie | Aatrox | Milio | Rhaast | Mordekaiser
Sniper Emblem,D,4.69,+0.02,12.3%,13738,2.3%,Kai'Sa | Karma | Blitzcrank | Bard | Graves
Challenger Emblem,D,4.71,+0.03,9.7%,16384,2.8%,Master Yi | Fiora | Urgot | LeBlanc | Riven
Space Groove Emblem,D,4.85,+0.09,9.8%,13634,2.3%,Riven | Nunu & Willump | Tahm Kench | Karma | Illaoi
Arbiter Emblem,D,4.97,+0.13,9.1%,12106,2.1%,Illaoi | Talon | Nunu & Willump | Blitzcrank | Karma
Anima Emblem,D,5.09,+0.17,11.3%,9638,1.6%,Meepsie | The Mighty Mech | Mordekaiser | Maokai | Tahm Kench
