Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.19,-1.31,30.8%,2971,0.5%,Milio | Karma | Meepsie | Sona | Rhaast
Dark Star Emblem,A,4.15,-0.26,15.0%,47819,8.6%,Aurelion Sol | Bard | Riven | Xayah | Blitzcrank
Voyager Emblem,A,4.04,-0.25,16.6%,19530,3.5%,Bard | Riven | Sona | Milio | Jhin
Brawler Emblem,A,4.11,-0.23,14.6%,20181,3.6%,Master Yi | Nunu & Willump | Fiora | The Mighty Mech | Mordekaiser
Rogue Emblem,B,4.25,-0.16,11.2%,20166,3.6%,Corki | Jhin | Karma | Blitzcrank | Fiora
Marauder Emblem,B,4.25,-0.15,15.3%,14903,2.7%,Kindred | Graves | Riven | Jhin | Kai'Sa
Shepherd Emblem,C,4.45,-0.07,12.9%,13109,2.4%,Karma | Blitzcrank | Nunu & Willump | Mordekaiser | Bard
Timebreaker Emblem,C,4.48,-0.06,12.0%,15606,2.8%,Fizz | Corki | The Mighty Mech | Jhin | Bard
Stargazer Emblem,C,4.50,-0.06,15.3%,30195,5.4%,Maokai | Milio | Jhin | Pantheon | Rhaast
Primordian Emblem,C,4.47,-0.06,12.3%,9755,1.8%,Maokai | Tahm Kench | The Mighty Mech | Nunu & Willump | Illaoi
Psionic Emblem,C,4.51,-0.05,11.5%,13100,2.4%,Fiora | Urgot | Blitzcrank | Tahm Kench | Maokai
Bastion Emblem,C,4.52,-0.04,10.4%,17176,3.1%,Riven | The Mighty Mech | Nunu & Willump | Tahm Kench | Maokai
N.O.V.A. Emblem,C,4.56,-0.03,11.8%,16183,2.9%,Master Yi | Fiora | Urgot | Bel'Veth | Jhin
Meeple Emblem,C,4.59,-0.02,11.5%,19990,3.6%,Riven | The Mighty Mech | Milio | Nunu & Willump | Blitzcrank
Vanguard Emblem,C,4.60,-0.01,12.9%,19335,3.5%,Meepsie | Tahm Kench | Diana | The Mighty Mech | LeBlanc
Tactician's Cape,C,4.37,-0.01,13.2%,4872,0.9%,Milio | Lissandra | Bel'Veth | Karma | Urgot
Tactician's Shield,C,3.60,-0.00,26.3%,156,0.0%,Meepsie | Rhaast | Aatrox | Mordekaiser | Karma
Challenger Emblem,D,4.69,+0.03,10.0%,15180,2.7%,Master Yi | Fiora | Urgot | LeBlanc | Riven
Sniper Emblem,D,4.72,+0.04,12.3%,12911,2.3%,Kai'Sa | Karma | Blitzcrank | Bard | Corki
Space Groove Emblem,D,4.86,+0.09,9.7%,12921,2.3%,Riven | Nunu & Willump | Tahm Kench | Karma | Illaoi
Arbiter Emblem,D,4.99,+0.14,8.9%,11299,2.0%,Illaoi | Talon | Nunu & Willump | Karma | Blitzcrank
Anima Emblem,D,5.08,+0.16,11.4%,8905,1.6%,Meepsie | Mordekaiser | The Mighty Mech | Maokai | Tahm Kench
