Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.15,-1.35,31.0%,2993,0.5%,Milio | Karma | Lissandra | Sona | Meepsie
Dark Star Emblem,A,4.15,-0.26,15.2%,49494,9.0%,Aurelion Sol | Bard | Riven | Xayah | Blitzcrank
Voyager Emblem,A,4.03,-0.26,16.9%,20204,3.7%,Bard | Riven | Aurelion Sol | Jhin | Milio
Brawler Emblem,A,4.08,-0.24,15.6%,20144,3.7%,Master Yi | Nunu & Willump | Fiora | The Mighty Mech | Mordekaiser
Rogue Emblem,B,4.26,-0.16,11.2%,20609,3.7%,Corki | Jhin | Karma | Blitzcrank | Fiora
Marauder Emblem,B,4.25,-0.15,15.2%,15208,2.8%,Kindred | Graves | Riven | Jhin | Kai'Sa
Shepherd Emblem,C,4.44,-0.07,13.3%,13087,2.4%,Karma | Blitzcrank | Mordekaiser | Nunu & Willump | Bard
Timebreaker Emblem,C,4.47,-0.06,12.3%,15994,2.9%,Fizz | Corki | The Mighty Mech | Bard | Jhin
Primordian Emblem,C,4.47,-0.06,12.3%,9574,1.7%,Maokai | Tahm Kench | The Mighty Mech | Cho'Gath | Nunu & Willump
Stargazer Emblem,C,4.52,-0.05,15.1%,28559,5.2%,Maokai | Milio | Pantheon | Jhin | Aatrox
Psionic Emblem,C,4.50,-0.05,11.8%,13207,2.4%,Fiora | Urgot | Blitzcrank | Maokai | Tahm Kench
N.O.V.A. Emblem,C,4.53,-0.04,12.3%,16131,2.9%,Master Yi | Fiora | Urgot | Bel'Veth | Jhin
Bastion Emblem,C,4.54,-0.04,10.7%,16990,3.1%,Riven | The Mighty Mech | Nunu & Willump | Tahm Kench | Maokai
Vanguard Emblem,C,4.57,-0.02,13.1%,18973,3.4%,Meepsie | Diana | Tahm Kench | The Mighty Mech | LeBlanc
Meeple Emblem,C,4.58,-0.02,11.9%,20567,3.7%,Riven | The Mighty Mech | Milio | Nunu & Willump | Shen
Tactician's Cape,C,4.36,-0.01,13.4%,4963,0.9%,Milio | Lissandra | Bel'Veth | Karma | Urgot
Tactician's Shield,C,4.25,-0.00,18.2%,154,0.0%,Meepsie | Mordekaiser | Milio | Rhaast | Aatrox
Challenger Emblem,D,4.68,+0.02,10.5%,14900,2.7%,Master Yi | Fiora | Urgot | LeBlanc | Riven
Sniper Emblem,D,4.71,+0.03,12.4%,12974,2.4%,Kai'Sa | Karma | Bard | Blitzcrank | Corki
Space Groove Emblem,D,4.83,+0.08,9.6%,13010,2.4%,Riven | Nunu & Willump | Tahm Kench | Karma | Illaoi
Arbiter Emblem,D,4.95,+0.12,9.0%,11336,2.1%,Illaoi | Nunu & Willump | Talon | Mordekaiser | Karma
Anima Emblem,D,5.07,+0.16,11.3%,9137,1.7%,Meepsie | Mordekaiser | The Mighty Mech | Maokai | Tahm Kench
