Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.15,-1.35,31.6%,2968,0.5%,Milio | Karma | Lissandra | Sona | Meepsie
Voyager Emblem,A,4.02,-0.27,17.4%,20740,3.8%,Bard | Riven | Aurelion Sol | Milio | Jhin
Dark Star Emblem,A,4.17,-0.25,15.2%,50540,9.2%,Aurelion Sol | Bard | Riven | Xayah | Blitzcrank
Brawler Emblem,A,4.08,-0.24,15.9%,20368,3.7%,Master Yi | Nunu & Willump | Fiora | The Mighty Mech | Mordekaiser
Rogue Emblem,B,4.25,-0.17,11.6%,21184,3.9%,Corki | Jhin | Karma | Blitzcrank | Fiora
Marauder Emblem,B,4.23,-0.16,15.7%,15434,2.8%,Kindred | Graves | Riven | Jhin | Kai'Sa
Shepherd Emblem,C,4.40,-0.09,13.8%,13394,2.4%,Karma | Blitzcrank | Mordekaiser | Nunu & Willump | Bard
Timebreaker Emblem,C,4.47,-0.06,12.4%,16281,3.0%,Fizz | Corki | The Mighty Mech | Bard | Jhin
Primordian Emblem,C,4.48,-0.05,12.3%,9664,1.8%,Maokai | Tahm Kench | The Mighty Mech | Cho'Gath | Mordekaiser
Psionic Emblem,C,4.49,-0.05,12.1%,13482,2.5%,Fiora | Urgot | Blitzcrank | Tahm Kench | Maokai
Bastion Emblem,C,4.52,-0.05,11.1%,17305,3.2%,Riven | The Mighty Mech | Nunu & Willump | Tahm Kench | Maokai
Stargazer Emblem,C,4.53,-0.04,14.9%,27268,5.0%,Maokai | Milio | Pantheon | Aatrox | Rhaast
N.O.V.A. Emblem,C,4.53,-0.04,12.3%,16031,2.9%,Master Yi | Fiora | Urgot | Bel'Veth | Riven
Vanguard Emblem,C,4.56,-0.03,12.9%,19199,3.5%,Meepsie | Diana | The Mighty Mech | Tahm Kench | LeBlanc
Meeple Emblem,C,4.57,-0.02,12.2%,21136,3.9%,Riven | The Mighty Mech | Milio | Nunu & Willump | Shen
Tactician's Cape,C,4.31,-0.01,13.6%,4971,0.9%,Milio | Lissandra | Bel'Veth | Karma | Urgot
Tactician's Shield,C,4.34,-0.00,14.8%,169,0.0%,Meepsie | Mordekaiser | Milio | Aatrox | Rhaast
Challenger Emblem,D,4.67,+0.02,10.8%,14914,2.7%,Master Yi | Fiora | LeBlanc | Urgot | Riven
Sniper Emblem,D,4.73,+0.04,12.1%,12913,2.4%,Kai'Sa | Karma | Bard | Corki | Blitzcrank
Space Groove Emblem,D,4.81,+0.07,10.1%,13220,2.4%,Riven | Nunu & Willump | Tahm Kench | Karma | Illaoi
Arbiter Emblem,D,4.91,+0.11,9.6%,11393,2.1%,Illaoi | Nunu & Willump | Talon | Karma | Blitzcrank
Anima Emblem,D,5.07,+0.16,11.4%,9255,1.7%,Meepsie | Mordekaiser | The Mighty Mech | Maokai | Tahm Kench
