Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.20,-1.30,30.9%,3006,0.5%,Milio | Karma | Sona | Meepsie | Rhaast
Voyager Emblem,A,4.05,-0.25,16.5%,19613,3.5%,Bard | Riven | Milio | Sona | Jhin
Dark Star Emblem,A,4.17,-0.24,14.7%,48195,8.6%,Aurelion Sol | Bard | Riven | Xayah | Blitzcrank
Brawler Emblem,A,4.10,-0.23,14.8%,20385,3.6%,Master Yi | Nunu & Willump | Fiora | The Mighty Mech | Mordekaiser
Rogue Emblem,B,4.23,-0.17,11.3%,20605,3.7%,Corki | Jhin | Karma | Blitzcrank | Fiora
Marauder Emblem,B,4.28,-0.14,15.0%,15023,2.7%,Kindred | Graves | Riven | Jhin | Kai'Sa
Shepherd Emblem,C,4.44,-0.07,12.8%,13419,2.4%,Karma | Blitzcrank | Nunu & Willump | Mordekaiser | Bard
Stargazer Emblem,C,4.49,-0.06,15.5%,30957,5.5%,Maokai | Milio | Jhin | Pantheon | Rhaast
Timebreaker Emblem,C,4.48,-0.06,11.6%,15693,2.8%,Fizz | Corki | The Mighty Mech | Jhin | Bard
Bastion Emblem,C,4.49,-0.06,10.7%,17605,3.1%,Riven | The Mighty Mech | Nunu & Willump | Tahm Kench | Maokai
Primordian Emblem,C,4.49,-0.05,12.2%,9866,1.8%,Maokai | Tahm Kench | The Mighty Mech | Nunu & Willump | Illaoi
Psionic Emblem,C,4.51,-0.05,11.9%,13264,2.4%,Fiora | Urgot | Blitzcrank | Tahm Kench | Maokai
Meeple Emblem,C,4.58,-0.02,11.6%,20352,3.6%,Riven | The Mighty Mech | Milio | Nunu & Willump | Blitzcrank
N.O.V.A. Emblem,C,4.59,-0.01,11.6%,16322,2.9%,Master Yi | Fiora | Urgot | Bel'Veth | Jhin
Vanguard Emblem,C,4.61,-0.01,12.7%,19682,3.5%,Meepsie | Tahm Kench | Diana | The Mighty Mech | Rammus
Tactician's Cape,C,4.35,-0.01,13.9%,4918,0.9%,Milio | Lissandra | Bel'Veth | Karma | Urgot
Tactician's Shield,C,3.70,-0.00,21.2%,156,0.0%,Meepsie | Aatrox | Milio | Rhaast | Mordekaiser
Challenger Emblem,D,4.69,+0.03,10.1%,15555,2.8%,Master Yi | Fiora | Urgot | LeBlanc | Riven
Sniper Emblem,D,4.71,+0.03,12.2%,13101,2.3%,Kai'Sa | Karma | Blitzcrank | Bard | Graves
Space Groove Emblem,D,4.85,+0.09,9.9%,12942,2.3%,Riven | Nunu & Willump | Tahm Kench | Karma | Illaoi
Arbiter Emblem,D,4.98,+0.13,9.0%,11438,2.0%,Illaoi | Talon | Nunu & Willump | Karma | Blitzcrank
Anima Emblem,D,5.09,+0.16,11.5%,9107,1.6%,Meepsie | The Mighty Mech | Mordekaiser | Maokai | Tahm Kench
