Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,2.98,-1.52,30.9%,24780,0.6%,Lissandra | Caitlyn | Karma | Bard | Sona
Space Groove Emblem,B,4.26,-0.17,15.7%,239769,5.4%,Riven | Tahm Kench | Shen | Nunu & Willump | Graves
Voyager Emblem,B,4.18,-0.16,15.9%,80796,1.8%,Illaoi | Mordekaiser | Blitzcrank | Bard | Rhaast
Rogue Emblem,B,4.25,-0.14,13.9%,77209,1.7%,Rhaast | Karma | Blitzcrank | Corki | Fiora
Vanguard Emblem,B,4.30,-0.12,14.6%,89995,2.0%,Meepsie | Rammus | Tahm Kench | LeBlanc | Ornn
Shepherd Emblem,B,4.30,-0.11,13.5%,57001,1.3%,Karma | Mordekaiser | Blitzcrank | Nunu & Willump | Leona
Timebreaker Emblem,B,4.33,-0.10,15.4%,66015,1.5%,Blitzcrank | Jhin | Xayah | Shen | Tahm Kench
Stargazer Emblem,B,4.40,-0.10,14.8%,199327,4.5%,Jhin | Riven | Rammus | Shen | Mordekaiser
Dark Star Emblem,C,4.38,-0.09,13.7%,90998,2.0%,Xayah | Riven | Blitzcrank | Bard | Tahm Kench
N.O.V.A. Emblem,C,4.43,-0.08,11.4%,149559,3.3%,Master Yi | Fiora | Bel'Veth | Graves | Briar
Marauder Emblem,C,4.42,-0.07,13.1%,57080,1.3%,Kindred | Graves | Riven | Shen | Pyke
Bastion Emblem,C,4.48,-0.05,13.0%,77609,1.7%,Nunu & Willump | Tahm Kench | Blitzcrank | Riven | Meepsie
Brawler Emblem,C,4.47,-0.05,13.0%,67805,1.5%,Nunu & Willump | The Mighty Mech | Rammus | Riven | Ornn
Primordian Emblem,C,4.46,-0.05,11.1%,39255,0.9%,Maokai | Akali | Tahm Kench | Aatrox | Nunu & Willump
Psionic Emblem,C,4.58,-0.02,10.8%,54795,1.2%,Fiora | Illaoi | Rhaast | Blitzcrank | Mordekaiser
Tactician's Cape,C,4.31,-0.00,13.4%,31390,0.7%,Lissandra | Karma | Gnar | Caitlyn | Bard
Meeple Emblem,C,4.62,-0.00,14.7%,90052,2.0%,Riven | Nunu & Willump | Shen | Illaoi | Blitzcrank
Tactician's Shield,C,3.86,-0.00,19.9%,1304,0.0%,Meepsie | Mordekaiser | Aatrox | Karma | Ornn
Sniper Emblem,D,4.63,+0.00,12.8%,55940,1.2%,Bard | Graves | Karma | Corki | Blitzcrank
Challenger Emblem,D,4.73,+0.03,10.4%,57884,1.3%,Master Yi | Fiora | Akali | LeBlanc | Graves
Arbiter Emblem,D,4.88,+0.08,8.7%,51114,1.1%,Karma | Illaoi | Nunu & Willump | Blitzcrank | Mordekaiser
Anima Emblem,D,5.47,+0.26,10.0%,39683,0.9%,Mordekaiser | Meepsie | Tahm Kench | Nunu & Willump | Blitzcrank
