Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.15,-1.35,30.6%,3876,0.6%,Karma | Teemo | Rhaast | Meepsie | Sona
Space Groove Emblem,B,4.26,-0.20,14.5%,52850,8.8%,Riven | Shen | Tahm Kench | Rammus | Jhin
Brawler Emblem,B,4.21,-0.18,13.7%,19661,3.3%,Master Yi | Nunu & Willump | Ornn | Fiora | Riven
Voyager Emblem,B,4.23,-0.17,14.8%,18446,3.1%,Bard | Sona | Blitzcrank | Illaoi | Jhin
Rogue Emblem,B,4.37,-0.11,10.6%,18818,3.1%,Corki | Blitzcrank | Samira | Jhin | Nami
Bastion Emblem,B,4.37,-0.11,13.3%,19084,3.2%,Riven | Blitzcrank | Nunu & Willump | Tahm Kench | Maokai
Marauder Emblem,C,4.39,-0.09,12.5%,14218,2.4%,Kindred | Graves | Riven | Jhin | Blitzcrank
Sniper Emblem,C,4.40,-0.09,14.8%,15696,2.6%,Nami | Blitzcrank | Corki | Graves | Karma
Dark Star Emblem,C,4.43,-0.09,12.2%,25194,4.2%,Aurelion Sol | Bard | Blitzcrank | Riven | Xayah
Stargazer Emblem,C,4.50,-0.06,15.0%,31063,5.2%,Maokai | Jhin | Pantheon | Milio | Blitzcrank
Timebreaker Emblem,C,4.47,-0.06,12.5%,15286,2.5%,Fizz | Blitzcrank | Jhin | Corki | Shen
Meeple Emblem,C,4.50,-0.05,13.1%,19815,3.3%,Riven | The Mighty Mech | Jhin | Blitzcrank | Shen
Psionic Emblem,C,4.51,-0.04,11.1%,14399,2.4%,Blitzcrank | Fiora | Urgot | Tahm Kench | Karma
Shepherd Emblem,C,4.52,-0.04,11.6%,14664,2.4%,Karma | Blitzcrank | Nunu & Willump | Mordekaiser | Bard
Primordian Emblem,C,4.53,-0.03,10.9%,10320,1.7%,Maokai | Tahm Kench | Nunu & Willump | Illaoi | Ornn
N.O.V.A. Emblem,C,4.55,-0.03,11.3%,16989,2.8%,Master Yi | Fiora | Urgot | Bel'Veth | Blitzcrank
Vanguard Emblem,C,4.56,-0.03,12.7%,20118,3.3%,Meepsie | Ornn | Tahm Kench | Diana | The Mighty Mech
Tactician's Cape,C,4.41,-0.00,12.3%,5113,0.9%,Karma | Milio | Bel'Veth | Lissandra | Urgot
Tactician's Shield,C,3.66,-0.00,21.2%,189,0.0%,Aatrox | Meepsie | Mordekaiser | Rhaast | Maokai
Challenger Emblem,D,4.65,+0.01,9.2%,16111,2.7%,Urgot | Master Yi | Fiora | Akali | LeBlanc
Arbiter Emblem,D,4.83,+0.08,9.6%,11611,1.9%,Illaoi | Blitzcrank | Karma | Nunu & Willump | Sona
Anima Emblem,D,5.12,+0.18,11.6%,9752,1.6%,Meepsie | Tahm Kench | Maokai | Nunu & Willump | Mordekaiser
