Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,2.97,-1.53,30.2%,43230,0.6%,Lissandra | Karma | Bard | Sona | Akali
Voyager Emblem,B,4.18,-0.16,16.3%,129498,1.8%,Rhaast | Mordekaiser | Illaoi | Bard | Maokai
Rogue Emblem,B,4.26,-0.13,13.3%,119641,1.6%,Rhaast | Karma | Blitzcrank | Corki | Bel'Veth
Stargazer Emblem,B,4.35,-0.13,16.0%,337476,4.6%,Jhin | Riven | Rammus | Bard | Mordekaiser
Space Groove Emblem,B,4.36,-0.12,14.9%,332806,4.5%,Riven | Tahm Kench | Nunu & Willump | Shen | Pantheon
Vanguard Emblem,B,4.35,-0.10,14.6%,136767,1.9%,Rammus | LeBlanc | Tahm Kench | Meepsie | Riven
Dark Star Emblem,C,4.39,-0.09,14.1%,185912,2.5%,Xayah | Riven | Blitzcrank | Bard | Ezreal
Shepherd Emblem,C,4.34,-0.09,13.3%,88504,1.2%,Karma | Mordekaiser | Blitzcrank | Nunu & Willump | Bard
Timebreaker Emblem,C,4.38,-0.08,14.6%,99714,1.4%,Blitzcrank | Jhin | Xayah | Shen | Nami
N.O.V.A. Emblem,C,4.48,-0.06,11.0%,195645,2.7%,Master Yi | Fiora | Bel'Veth | Graves | Briar
Brawler Emblem,C,4.47,-0.06,12.9%,106815,1.5%,Nunu & Willump | The Mighty Mech | Master Yi | Rammus | Rhaast
Marauder Emblem,C,4.49,-0.04,12.5%,92354,1.3%,Kindred | Graves | Riven | The Mighty Mech | Briar
Bastion Emblem,C,4.50,-0.04,12.9%,115746,1.6%,Nunu & Willump | Tahm Kench | Blitzcrank | Riven | Maokai
Primordian Emblem,C,4.51,-0.03,11.0%,63489,0.9%,Maokai | Akali | Tahm Kench | Nunu & Willump | Aatrox
Tactician's Cape,C,4.31,-0.00,13.7%,49603,0.7%,Lissandra | Gnar | Karma | Bard | Akali
Psionic Emblem,C,4.61,-0.00,10.7%,81418,1.1%,Illaoi | Mordekaiser | Blitzcrank | Fiora | Rhaast
Tactician's Shield,C,3.82,-0.00,20.3%,2099,0.0%,Mordekaiser | Akali | Aatrox | Meepsie | Lissandra
Sniper Emblem,D,4.64,+0.00,13.3%,89444,1.2%,Bard | Karma | Graves | Corki | Kai'Sa
Meeple Emblem,D,4.67,+0.02,14.5%,140205,1.9%,Riven | Nunu & Willump | Illaoi | The Mighty Mech | Blitzcrank
Challenger Emblem,D,4.78,+0.05,9.9%,88018,1.2%,Master Yi | Fiora | Akali | Briar | Graves
Arbiter Emblem,D,4.89,+0.09,8.6%,78331,1.1%,Illaoi | Karma | Nunu & Willump | Mordekaiser | Blitzcrank
Anima Emblem,D,5.55,+0.28,10.0%,63142,0.9%,Mordekaiser | Tahm Kench | Nunu & Willump | Meepsie | Maokai
