Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.42,-1.08,27.8%,1114,0.6%,Lissandra | Milio | Akali | Karma | Kai'Sa
Brawler Emblem,A,3.98,-0.29,18.0%,7142,4.0%,Master Yi | Riven | Fiora | Nunu & Willump | The Mighty Mech
Marauder Emblem,A,4.06,-0.24,17.4%,5603,3.2%,Kindred | Graves | Riven | Briar | Jhin
Voyager Emblem,A,4.10,-0.23,16.4%,6177,3.5%,Mordekaiser | Illaoi | Jhin | Tahm Kench | Bard
Dark Star Emblem,A,4.23,-0.21,15.1%,13886,7.9%,Riven | Xayah | Blitzcrank | Ezreal | The Mighty Mech
Rogue Emblem,A,4.17,-0.20,14.3%,6899,3.9%,Corki | Karma | Bel'Veth | Jhin | Master Yi
Bastion Emblem,B,4.30,-0.14,14.1%,5878,3.3%,Nunu & Willump | Riven | Tahm Kench | Maokai | The Mighty Mech
Timebreaker Emblem,B,4.37,-0.11,14.9%,6447,3.7%,Jhin | Corki | Kai'Sa | Fizz | Xayah
N.O.V.A. Emblem,C,4.41,-0.10,14.0%,7705,4.4%,Master Yi | Fiora | Bel'Veth | Urgot | Graves
Shepherd Emblem,C,4.39,-0.09,13.7%,4442,2.5%,Karma | Mordekaiser | Nunu & Willump | Blitzcrank | Leona
Psionic Emblem,C,4.40,-0.09,12.2%,4780,2.7%,Fiora | Urgot | Tahm Kench | Maokai | Kindred
Stargazer Emblem,C,4.46,-0.08,15.3%,10068,5.7%,Jhin | Aatrox | Riven | Milio | Caitlyn
Primordian Emblem,C,4.42,-0.08,10.9%,3739,2.1%,Maokai | Tahm Kench | Cho'Gath | Akali | Mordekaiser
Vanguard Emblem,C,4.50,-0.05,13.0%,6598,3.7%,Meepsie | Rammus | Tahm Kench | LeBlanc | The Mighty Mech
Challenger Emblem,C,4.59,-0.01,11.5%,5190,2.9%,Master Yi | Fiora | Briar | Urgot | LeBlanc
Meeple Emblem,C,4.60,-0.01,13.7%,6395,3.6%,Riven | The Mighty Mech | Milio | Nunu & Willump | Illaoi
Tactician's Cape,C,4.33,-0.01,14.4%,1634,0.9%,Lissandra | Milio | Bel'Veth | Urgot | Karma
Tactician's Shield,C,4.24,-0.00,14.3%,63,0.0%,Meepsie | Akali | Mordekaiser | Lissandra | Aatrox
Space Groove Emblem,D,4.70,+0.03,11.9%,5214,3.0%,Riven | Nunu & Willump | Tahm Kench | Shen | Illaoi
Sniper Emblem,D,4.70,+0.03,12.3%,4727,2.7%,Kai'Sa | Karma | Bard | Corki | Riven
Arbiter Emblem,D,4.83,+0.08,10.1%,4006,2.3%,Illaoi | Mordekaiser | Karma | Nunu & Willump | Nasus
Anima Emblem,D,5.04,+0.15,11.3%,2917,1.7%,Mordekaiser | Meepsie | Tahm Kench | Maokai | Nunu & Willump
