Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.25,-1.25,29.0%,3507,0.6%,Milio | Karma | Meepsie | Sona | Rhaast
Dark Star Emblem,A,4.16,-0.25,14.7%,52461,8.5%,Aurelion Sol | Bard | Riven | Xayah | Blitzcrank
Voyager Emblem,A,4.05,-0.25,16.8%,21338,3.5%,Bard | Riven | Milio | Sona | Blitzcrank
Brawler Emblem,A,4.12,-0.22,14.9%,22219,3.6%,Master Yi | Nunu & Willump | Fiora | The Mighty Mech | Mordekaiser
Rogue Emblem,B,4.24,-0.17,10.8%,22693,3.7%,Corki | Jhin | Karma | Blitzcrank | Fiora
Marauder Emblem,B,4.27,-0.14,14.6%,16298,2.6%,Kindred | Graves | Riven | Jhin | Kai'Sa
Shepherd Emblem,C,4.44,-0.07,12.2%,14656,2.4%,Karma | Blitzcrank | Nunu & Willump | Mordekaiser | Bard
Stargazer Emblem,C,4.49,-0.06,15.4%,34408,5.6%,Maokai | Jhin | Milio | Pantheon | Rhaast
Timebreaker Emblem,C,4.48,-0.06,11.7%,16736,2.7%,Fizz | Corki | The Mighty Mech | Jhin | Bard
Primordian Emblem,C,4.47,-0.06,12.1%,10651,1.7%,Maokai | Tahm Kench | The Mighty Mech | Illaoi | Nunu & Willump
Bastion Emblem,C,4.51,-0.05,11.0%,18893,3.1%,Riven | Nunu & Willump | The Mighty Mech | Tahm Kench | Maokai
Psionic Emblem,C,4.52,-0.04,11.2%,14571,2.4%,Fiora | Urgot | Blitzcrank | Maokai | Tahm Kench
Meeple Emblem,C,4.54,-0.04,12.1%,21398,3.5%,Riven | The Mighty Mech | Milio | Nunu & Willump | Blitzcrank
N.O.V.A. Emblem,C,4.55,-0.03,11.6%,17906,2.9%,Master Yi | Fiora | Urgot | Bel'Veth | Jhin
Vanguard Emblem,C,4.60,-0.01,12.2%,21243,3.5%,Meepsie | Tahm Kench | Diana | The Mighty Mech | LeBlanc
Tactician's Cape,C,4.34,-0.01,12.5%,5352,0.9%,Milio | Karma | Lissandra | Bel'Veth | Urgot
Tactician's Shield,C,4.10,-0.00,18.4%,174,0.0%,Aatrox | Meepsie | Mordekaiser | Rhaast | Milio
Sniper Emblem,D,4.70,+0.03,12.1%,14368,2.3%,Kai'Sa | Blitzcrank | Karma | Graves | Bard
Challenger Emblem,D,4.73,+0.04,9.5%,16966,2.8%,Master Yi | Fiora | Urgot | LeBlanc | Riven
Space Groove Emblem,D,4.83,+0.08,9.8%,14435,2.3%,Riven | Nunu & Willump | Tahm Kench | Karma | Illaoi
Arbiter Emblem,D,4.93,+0.12,8.9%,12618,2.0%,Illaoi | Talon | Nunu & Willump | Blitzcrank | Karma
Anima Emblem,D,5.09,+0.17,11.4%,9985,1.6%,Meepsie | The Mighty Mech | Mordekaiser | Maokai | Tahm Kench
