Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.11,-1.39,31.0%,919,0.6%,Karma | Sona | Milio | Rhaast | Meepsie
Brawler Emblem,A,4.09,-0.23,13.9%,5001,3.4%,Master Yi | Nunu & Willump | Fiora | The Mighty Mech | Riven
Voyager Emblem,A,4.15,-0.20,15.3%,4721,3.2%,Bard | Sona | Blitzcrank | Illaoi | Riven
Rogue Emblem,B,4.24,-0.16,11.1%,4820,3.3%,Corki | Jhin | Blitzcrank | Karma | Fiora
Space Groove Emblem,B,4.31,-0.15,14.9%,6831,4.6%,Riven | Shen | Nunu & Willump | Tahm Kench | Illaoi
Marauder Emblem,B,4.29,-0.13,13.6%,3666,2.5%,Kindred | Graves | Riven | Jhin | Miss Fortune
Dark Star Emblem,B,4.39,-0.11,12.5%,7781,5.3%,Aurelion Sol | Bard | Xayah | Riven | Blitzcrank
Meeple Emblem,B,4.37,-0.11,13.7%,4635,3.1%,Riven | The Mighty Mech | Milio | Blitzcrank | Nunu & Willump
Primordian Emblem,C,4.40,-0.08,11.8%,2524,1.7%,Maokai | Tahm Kench | Nunu & Willump | Illaoi | The Mighty Mech
Timebreaker Emblem,C,4.43,-0.08,14.3%,3786,2.6%,Fizz | Corki | Blitzcrank | Jhin | The Mighty Mech
Bastion Emblem,C,4.44,-0.08,12.6%,4484,3.0%,Riven | Nunu & Willump | Tahm Kench | The Mighty Mech | Maokai
Stargazer Emblem,C,4.48,-0.07,15.3%,7998,5.4%,Maokai | Jhin | Tahm Kench | Blitzcrank | Rhaast
Shepherd Emblem,C,4.48,-0.06,12.5%,3499,2.4%,Karma | Blitzcrank | Nunu & Willump | Mordekaiser | Bard
N.O.V.A. Emblem,C,4.51,-0.05,12.6%,4611,3.1%,Master Yi | Fiora | Urgot | Bel'Veth | Graves
Psionic Emblem,C,4.54,-0.03,11.4%,3606,2.4%,Fiora | Blitzcrank | Urgot | Kindred | Maokai
Sniper Emblem,C,4.58,-0.02,13.1%,3360,2.3%,Blitzcrank | Kai'Sa | Graves | Karma | Bard
Tactician's Cape,C,4.25,-0.01,13.2%,1239,0.8%,Milio | Karma | Bel'Veth | Lissandra | Rhaast
Tactician's Shield,C,3.85,-0.00,12.2%,41,0.0%,Aatrox | Rhaast | Meepsie | Mordekaiser | Karma
Vanguard Emblem,D,4.63,+0.00,13.3%,4950,3.3%,Meepsie | Tahm Kench | Diana | The Mighty Mech | LeBlanc
Challenger Emblem,D,4.66,+0.02,9.5%,4183,2.8%,Urgot | Master Yi | Fiora | Akali | LeBlanc
Arbiter Emblem,D,4.78,+0.06,9.8%,2958,2.0%,Illaoi | Blitzcrank | Karma | Nunu & Willump | Sona
Anima Emblem,D,5.06,+0.15,12.2%,2344,1.6%,Meepsie | Maokai | Mordekaiser | Tahm Kench | Nunu & Willump
