Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.31,-1.19,26.9%,1166,0.6%,Karma | Milio | Sona | Meepsie | Rhaast
Voyager Emblem,A,4.13,-0.21,15.9%,5990,3.1%,Bard | Sona | Blitzcrank | Illaoi | Jhin
Brawler Emblem,A,4.15,-0.20,13.8%,6337,3.3%,Master Yi | Nunu & Willump | Fiora | The Mighty Mech | Mordekaiser
Rogue Emblem,B,4.28,-0.14,11.4%,5630,3.0%,Corki | Jhin | Blitzcrank | Karma | Fiora
Marauder Emblem,B,4.33,-0.12,13.3%,4591,2.4%,Kindred | Graves | Riven | Jhin | Miss Fortune
Dark Star Emblem,C,4.43,-0.09,11.8%,10476,5.5%,Aurelion Sol | Bard | Xayah | Riven | Blitzcrank
Bastion Emblem,C,4.43,-0.08,11.9%,5538,2.9%,Riven | Nunu & Willump | Tahm Kench | The Mighty Mech | Maokai
Shepherd Emblem,C,4.44,-0.07,12.4%,4585,2.4%,Karma | Blitzcrank | Nunu & Willump | Mordekaiser | Bard
Meeple Emblem,C,4.46,-0.07,13.3%,5542,2.9%,Riven | The Mighty Mech | Milio | Blitzcrank | Nunu & Willump
Stargazer Emblem,C,4.50,-0.06,15.0%,10802,5.7%,Jhin | Maokai | Tahm Kench | Blitzcrank | Rhaast
Psionic Emblem,C,4.49,-0.05,11.5%,4578,2.4%,Fiora | Blitzcrank | Urgot | Maokai | Tahm Kench
Timebreaker Emblem,C,4.50,-0.05,10.9%,4323,2.3%,Fizz | Corki | Blitzcrank | Jhin | The Mighty Mech
Primordian Emblem,C,4.50,-0.05,11.0%,3170,1.7%,Maokai | Tahm Kench | Illaoi | Nunu & Willump | The Mighty Mech
N.O.V.A. Emblem,C,4.54,-0.04,11.0%,5756,3.0%,Master Yi | Fiora | Urgot | Bel'Veth | Blitzcrank
Vanguard Emblem,C,4.58,-0.02,12.7%,6528,3.4%,Meepsie | Tahm Kench | Diana | The Mighty Mech | LeBlanc
Tactician's Cape,C,4.31,-0.01,12.3%,1579,0.8%,Milio | Karma | Bel'Veth | Lissandra | Rhaast
Tactician's Shield,C,4.06,-0.00,17.0%,53,0.0%,Aatrox | Meepsie | Mordekaiser | Rhaast | Maokai
Space Groove Emblem,D,4.63,+0.00,11.0%,6117,3.2%,Riven | Shen | Nunu & Willump | Tahm Kench | Illaoi
Challenger Emblem,D,4.66,+0.02,9.2%,5332,2.8%,Urgot | Master Yi | Fiora | Akali | LeBlanc
Sniper Emblem,D,4.67,+0.02,13.1%,4199,2.2%,Blitzcrank | Kai'Sa | Graves | Karma | Bard
Arbiter Emblem,D,4.78,+0.06,10.3%,3944,2.1%,Illaoi | Blitzcrank | Karma | Nunu & Willump | Mordekaiser
Anima Emblem,D,5.02,+0.14,12.3%,2885,1.5%,Meepsie | Maokai | Mordekaiser | Tahm Kench | Nunu & Willump
