Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.44,-1.06,26.2%,233,0.6%,Lissandra | Milio | Karma | Akali | Sona
Brawler Emblem,A,3.99,-0.28,17.7%,1513,4.0%,Master Yi | Nunu & Willump | Riven | The Mighty Mech | Fiora
Marauder Emblem,A,4.05,-0.24,17.1%,1196,3.2%,Kindred | Graves | Riven | Briar | Jhin
Rogue Emblem,A,4.17,-0.20,16.6%,1401,3.7%,Corki | Karma | Bel'Veth | Rhaast | Jhin
Dark Star Emblem,B,4.25,-0.19,14.5%,2646,7.0%,Xayah | Riven | Blitzcrank | Ezreal | Bard
Voyager Emblem,B,4.24,-0.17,14.5%,1261,3.3%,Rhaast | Mordekaiser | Illaoi | Maokai | Bard
Bastion Emblem,B,4.30,-0.14,13.5%,1283,3.4%,Nunu & Willump | Tahm Kench | Riven | Maokai | Blitzcrank
N.O.V.A. Emblem,B,4.33,-0.13,14.0%,1710,4.5%,Master Yi | Fiora | Bel'Veth | Graves | Urgot
Timebreaker Emblem,B,4.39,-0.10,14.1%,1387,3.7%,Jhin | Corki | Xayah | Blitzcrank | Kai'Sa
Psionic Emblem,C,4.41,-0.09,11.3%,1049,2.8%,Fiora | Tahm Kench | Urgot | Illaoi | Maokai
Stargazer Emblem,C,4.46,-0.08,15.9%,2131,5.6%,Jhin | Riven | Rammus | Aatrox | Caitlyn
Primordian Emblem,C,4.42,-0.08,11.4%,784,2.1%,Maokai | Tahm Kench | Akali | Cho'Gath | Mordekaiser
Shepherd Emblem,C,4.47,-0.06,12.4%,950,2.5%,Karma | Mordekaiser | Nunu & Willump | Blitzcrank | Leona
Vanguard Emblem,C,4.50,-0.05,13.4%,1459,3.9%,Rammus | Meepsie | LeBlanc | Tahm Kench | The Mighty Mech
Meeple Emblem,C,4.55,-0.03,14.6%,1329,3.5%,Riven | The Mighty Mech | Nunu & Willump | Illaoi | Milio
Sniper Emblem,C,4.54,-0.03,14.7%,1020,2.7%,Bard | Karma | Kai'Sa | Corki | Graves
Tactician's Cape,C,4.43,-0.01,13.6%,345,0.9%,Lissandra | Karma | Milio | Gnar | Akali
Challenger Emblem,C,4.62,-0.00,11.0%,1118,3.0%,Master Yi | Fiora | Briar | Akali | LeBlanc
Tactician's Shield,C,4.22,-0.00,22.2%,9,0.0%,Akali | Aatrox | Meepsie | Mordekaiser | Lissandra
Space Groove Emblem,D,4.74,+0.05,11.5%,1204,3.2%,Riven | Tahm Kench | Nunu & Willump | Shen | Fiora
Arbiter Emblem,D,4.92,+0.11,8.6%,874,2.3%,Illaoi | Karma | Mordekaiser | Nunu & Willump | Nasus
Anima Emblem,D,5.01,+0.13,12.5%,578,1.5%,Mordekaiser | Tahm Kench | Meepsie | Nunu & Willump | Maokai
