Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Space Groove Emblem,B,4.21,-0.20,16.4%,142740,5.2%,Riven | Tahm Kench | Shen | Nunu & Willump | Graves
Voyager Emblem,B,4.18,-0.16,16.0%,51619,1.9%,Illaoi | Mordekaiser | Bard | Blitzcrank | Tahm Kench
Rogue Emblem,B,4.22,-0.15,14.2%,48863,1.8%,Rhaast | Karma | Blitzcrank | Corki | Fiora
Vanguard Emblem,B,4.29,-0.13,14.8%,57731,2.1%,Meepsie | LeBlanc | Rammus | Tahm Kench | Ornn
Timebreaker Emblem,B,4.29,-0.12,16.0%,41262,1.5%,Blitzcrank | Jhin | Xayah | Shen | Tahm Kench
Shepherd Emblem,B,4.31,-0.11,13.8%,35884,1.3%,Karma | Mordekaiser | Blitzcrank | Leona | Nunu & Willump
Dark Star Emblem,C,4.38,-0.09,13.6%,52840,1.9%,Xayah | Riven | Blitzcrank | Bard | Tahm Kench
N.O.V.A. Emblem,C,4.44,-0.08,11.5%,106633,3.9%,Master Yi | Fiora | Bel'Veth | Graves | Shen
Stargazer Emblem,C,4.46,-0.08,13.9%,114508,4.1%,Jhin | Riven | Shen | Rammus | Mordekaiser
Marauder Emblem,C,4.40,-0.08,13.6%,35620,1.3%,Kindred | Graves | Riven | Shen | Blitzcrank
Bastion Emblem,C,4.44,-0.07,13.1%,49732,1.8%,Nunu & Willump | Tahm Kench | Blitzcrank | Riven | Maokai
Primordian Emblem,C,4.42,-0.06,11.8%,24256,0.9%,Maokai | Akali | Tahm Kench | Aatrox | Nunu & Willump
Brawler Emblem,C,4.46,-0.06,13.0%,43871,1.6%,Nunu & Willump | The Mighty Mech | Rammus | Riven | Ornn
Psionic Emblem,C,4.57,-0.02,11.0%,35269,1.3%,Fiora | Illaoi | Blitzcrank | Rhaast | Tahm Kench
Meeple Emblem,C,4.60,-0.01,14.8%,53657,1.9%,Riven | Shen | Nunu & Willump | The Mighty Mech | Blitzcrank
Sniper Emblem,C,4.60,-0.01,13.1%,34707,1.3%,Bard | Graves | Karma | Corki | Riven
Challenger Emblem,D,4.71,+0.03,10.4%,37217,1.3%,Master Yi | Fiora | Akali | LeBlanc | Graves
Arbiter Emblem,D,4.85,+0.07,9.1%,32686,1.2%,Karma | Illaoi | Nunu & Willump | Blitzcrank | Mordekaiser
Anima Emblem,D,5.41,+0.24,10.1%,23978,0.9%,Mordekaiser | Meepsie | Tahm Kench | Nunu & Willump | Blitzcrank
