Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.21,-1.29,30.8%,1828,0.5%,Milio | Lissandra | Karma | Bel'Veth | Urgot
Brawler Emblem,A,4.02,-0.27,17.1%,14271,4.3%,Master Yi | Fiora | Riven | Nunu & Willump | The Mighty Mech
Marauder Emblem,A,4.06,-0.24,17.9%,11260,3.4%,Kindred | Riven | Graves | Briar | Kai'Sa
Dark Star Emblem,A,4.21,-0.23,15.8%,30845,9.2%,Riven | Xayah | Bard | Blitzcrank | The Mighty Mech
Voyager Emblem,A,4.11,-0.22,16.4%,11764,3.5%,Riven | Jhin | Kai'Sa | Bard | Mordekaiser
Rogue Emblem,A,4.16,-0.21,14.0%,14032,4.2%,Corki | Jhin | Karma | Bel'Veth | Master Yi
Timebreaker Emblem,B,4.39,-0.10,14.8%,11749,3.5%,Corki | Fizz | Jhin | Kai'Sa | Karma
Primordian Emblem,C,4.41,-0.08,13.1%,7345,2.2%,Maokai | Cho'Gath | Tahm Kench | The Mighty Mech | Mordekaiser
N.O.V.A. Emblem,C,4.45,-0.08,13.2%,12508,3.7%,Master Yi | Fiora | Urgot | Bel'Veth | Riven
Bastion Emblem,C,4.45,-0.07,13.1%,11064,3.3%,Riven | Nunu & Willump | The Mighty Mech | Tahm Kench | Maokai
Shepherd Emblem,C,4.47,-0.06,12.6%,8151,2.4%,Karma | Mordekaiser | Nunu & Willump | Blitzcrank | Bard
Stargazer Emblem,C,4.52,-0.05,15.7%,20554,6.1%,Milio | Maokai | Pantheon | Aatrox | Jhin
Psionic Emblem,C,4.52,-0.04,12.3%,8870,2.6%,Fiora | Urgot | Kindred | Tahm Kench | Maokai
Vanguard Emblem,C,4.58,-0.02,12.6%,11730,3.5%,LeBlanc | Meepsie | Tahm Kench | Rammus | The Mighty Mech
Tactician's Cape,C,4.34,-0.01,12.9%,3082,0.9%,Lissandra | Milio | Bel'Veth | Urgot | Karma
Tactician's Shield,C,3.91,-0.00,19.7%,117,0.0%,Aatrox | Gragas | Mordekaiser | Cho'Gath | Akali
Meeple Emblem,D,4.66,+0.02,12.9%,13137,3.9%,Riven | The Mighty Mech | Milio | Nunu & Willump | Illaoi
Challenger Emblem,D,4.67,+0.02,11.4%,10194,3.0%,Master Yi | Fiora | Urgot | Riven | Kai'Sa
Sniper Emblem,D,4.74,+0.05,12.6%,8569,2.6%,Kai'Sa | Karma | Corki | Bard | Riven
Space Groove Emblem,D,4.78,+0.06,11.2%,8380,2.5%,Riven | Tahm Kench | Nunu & Willump | Karma | Illaoi
Arbiter Emblem,D,4.84,+0.08,10.0%,7305,2.2%,Illaoi | Mordekaiser | Nunu & Willump | Karma | Nasus
Anima Emblem,D,5.05,+0.15,11.6%,5467,1.6%,Maokai | Mordekaiser | Tahm Kench | Meepsie | The Mighty Mech
