Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Space Groove Emblem,A,4.06,-0.26,18.8%,24467,4.8%,Riven | Shen | Jhin | Nunu & Willump | Illaoi
Voyager Emblem,A,3.99,-0.24,17.7%,10614,2.1%,Illaoi | Mordekaiser | Bard | Urgot | Blitzcrank
Timebreaker Emblem,B,4.19,-0.16,16.8%,8182,1.6%,Jhin | Tahm Kench | Blitzcrank | Xayah | Mordekaiser
Shepherd Emblem,B,4.18,-0.15,15.0%,7605,1.5%,Karma | Mordekaiser | Leona | Blitzcrank | Bard
Vanguard Emblem,B,4.25,-0.15,14.7%,12319,2.4%,Meepsie | Ornn | Tahm Kench | Cho'Gath | Rammus
Rogue Emblem,B,4.23,-0.15,14.6%,9243,1.8%,Rhaast | Karma | Jhin | Fiora | Corki
Marauder Emblem,B,4.26,-0.13,16.1%,7437,1.5%,Kindred | Graves | Briar | Riven | Shen
N.O.V.A. Emblem,B,4.37,-0.12,13.0%,27960,5.5%,Master Yi | Fiora | Graves | Bel'Veth | Urgot
Brawler Emblem,B,4.34,-0.11,14.1%,9683,1.9%,Mordekaiser | The Mighty Mech | Aatrox | Nunu & Willump | Rammus
Dark Star Emblem,C,4.35,-0.10,14.3%,8602,1.7%,Xayah | Tahm Kench | Blitzcrank | Riven | Graves
Bastion Emblem,C,4.38,-0.09,13.6%,10319,2.0%,Meepsie | Maokai | Nunu & Willump | Tahm Kench | Blitzcrank
Primordian Emblem,C,4.36,-0.08,12.8%,4628,0.9%,Maokai | Mordekaiser | Illaoi | Tahm Kench | Aatrox
Psionic Emblem,C,4.48,-0.05,11.7%,7676,1.5%,Mordekaiser | Fiora | Rhaast | Tahm Kench | Urgot
Stargazer Emblem,C,4.53,-0.04,12.8%,18299,3.6%,Riven | Jhin | Shen | Blitzcrank | Aatrox
Meeple Emblem,C,4.53,-0.04,15.4%,9939,1.9%,Shen | Riven | Ornn | The Mighty Mech | Blitzcrank
Sniper Emblem,D,4.67,+0.02,11.8%,6380,1.2%,Kai'Sa | Corki | Graves | Nami | Teemo
Challenger Emblem,D,4.67,+0.02,11.2%,7448,1.5%,Fiora | Master Yi | Graves | LeBlanc | Akali
Arbiter Emblem,D,4.80,+0.06,9.8%,6839,1.3%,Illaoi | Mordekaiser | Nunu & Willump | Karma | Meepsie
Anima Emblem,D,5.33,+0.22,9.9%,4486,0.9%,Mordekaiser | Meepsie | Tahm Kench | Nunu & Willump | Blitzcrank
