Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.25,-1.25,29.9%,2151,0.6%,Milio | Lissandra | Bel'Veth | Urgot | Karma
Brawler Emblem,A,4.03,-0.27,17.1%,16019,4.3%,Master Yi | Fiora | Riven | Nunu & Willump | The Mighty Mech
Marauder Emblem,A,4.07,-0.23,17.8%,12254,3.3%,Kindred | Riven | Graves | Kai'Sa | Jhin
Dark Star Emblem,A,4.21,-0.22,15.6%,32082,8.7%,Riven | Xayah | Bard | Blitzcrank | The Mighty Mech
Voyager Emblem,A,4.12,-0.22,16.5%,12448,3.4%,Riven | Jhin | Bard | Kai'Sa | Mordekaiser
Rogue Emblem,A,4.15,-0.21,14.0%,15357,4.1%,Corki | Jhin | Karma | Bel'Veth | Fiora
Timebreaker Emblem,C,4.41,-0.09,14.4%,12585,3.4%,Fizz | Corki | Jhin | Kai'Sa | The Mighty Mech
Primordian Emblem,C,4.39,-0.09,13.1%,7737,2.1%,Maokai | Cho'Gath | Tahm Kench | The Mighty Mech | Mordekaiser
N.O.V.A. Emblem,C,4.46,-0.07,12.9%,13292,3.6%,Master Yi | Fiora | Urgot | Bel'Veth | Riven
Stargazer Emblem,C,4.48,-0.07,16.0%,22543,6.1%,Milio | Maokai | Pantheon | Aatrox | Rhaast
Bastion Emblem,C,4.49,-0.06,12.5%,12081,3.3%,Riven | The Mighty Mech | Nunu & Willump | Tahm Kench | Maokai
Psionic Emblem,C,4.51,-0.05,11.7%,9687,2.6%,Fiora | Urgot | Kindred | Tahm Kench | Maokai
Shepherd Emblem,C,4.57,-0.02,12.1%,8683,2.3%,Karma | Mordekaiser | Nunu & Willump | Blitzcrank | Bard
Vanguard Emblem,C,4.59,-0.01,12.1%,12867,3.5%,LeBlanc | Tahm Kench | Meepsie | The Mighty Mech | Rammus
Tactician's Cape,C,4.32,-0.01,13.9%,3402,0.9%,Milio | Lissandra | Urgot | Bel'Veth | Karma
Tactician's Shield,C,4.00,-0.00,16.2%,117,0.0%,Aatrox | Mordekaiser | Meepsie | Gragas | Rhaast
Challenger Emblem,D,4.66,+0.01,11.2%,11208,3.0%,Master Yi | Fiora | Urgot | Riven | Kai'Sa
Meeple Emblem,D,4.67,+0.02,12.6%,14229,3.8%,Riven | The Mighty Mech | Milio | Nunu & Willump | Shen
Sniper Emblem,D,4.76,+0.05,11.9%,9169,2.5%,Kai'Sa | Karma | Bard | Corki | Riven
Space Groove Emblem,D,4.79,+0.06,11.4%,8931,2.4%,Riven | Tahm Kench | Nunu & Willump | Maokai | Illaoi
Arbiter Emblem,D,4.85,+0.09,9.9%,7955,2.1%,Illaoi | Mordekaiser | Nunu & Willump | Teemo | Nasus
Anima Emblem,D,5.12,+0.18,11.0%,6164,1.7%,Maokai | Mordekaiser | Tahm Kench | Meepsie | The Mighty Mech
