Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.14,-1.36,30.5%,2202,0.6%,Karma | Sona | Meepsie | Rhaast | Milio
Brawler Emblem,A,4.14,-0.21,13.7%,12017,3.3%,Master Yi | Nunu & Willump | Fiora | Riven | Ornn
Voyager Emblem,A,4.13,-0.21,15.7%,11387,3.1%,Bard | Sona | Blitzcrank | Illaoi | Riven
Space Groove Emblem,B,4.30,-0.16,14.8%,19764,5.4%,Riven | Shen | Tahm Kench | Nunu & Willump | Rammus
Rogue Emblem,B,4.31,-0.13,10.8%,11787,3.2%,Corki | Blitzcrank | Jhin | Karma | Fiora
Marauder Emblem,B,4.31,-0.12,13.0%,8857,2.4%,Kindred | Graves | Riven | Jhin | Miss Fortune
Dark Star Emblem,B,4.40,-0.11,12.5%,18314,5.0%,Aurelion Sol | Bard | Xayah | Riven | Blitzcrank
Bastion Emblem,C,4.41,-0.09,12.6%,11024,3.0%,Riven | Nunu & Willump | Tahm Kench | The Mighty Mech | Blitzcrank
Meeple Emblem,C,4.42,-0.09,13.7%,11666,3.2%,Riven | The Mighty Mech | Milio | Blitzcrank | Nunu & Willump
Primordian Emblem,C,4.41,-0.08,11.7%,6222,1.7%,Maokai | Tahm Kench | Illaoi | Nunu & Willump | The Mighty Mech
Timebreaker Emblem,C,4.43,-0.08,13.7%,9161,2.5%,Fizz | Corki | Blitzcrank | Jhin | Shen
Stargazer Emblem,C,4.47,-0.07,15.1%,19401,5.3%,Maokai | Jhin | Tahm Kench | Blitzcrank | Rhaast
Shepherd Emblem,C,4.50,-0.05,12.1%,8419,2.3%,Karma | Blitzcrank | Nunu & Willump | Mordekaiser | Bard
N.O.V.A. Emblem,C,4.52,-0.05,12.0%,11040,3.0%,Master Yi | Fiora | Urgot | Bel'Veth | Blitzcrank
Sniper Emblem,C,4.53,-0.04,13.5%,8503,2.3%,Blitzcrank | Graves | Kai'Sa | Karma | Bard
Psionic Emblem,C,4.53,-0.04,11.5%,8613,2.4%,Fiora | Blitzcrank | Urgot | Tahm Kench | Kindred
Vanguard Emblem,C,4.61,-0.01,13.3%,12132,3.3%,Meepsie | Tahm Kench | Diana | The Mighty Mech | LeBlanc
Tactician's Cape,C,4.30,-0.01,13.1%,3052,0.8%,Milio | Karma | Bel'Veth | Lissandra | Urgot
Tactician's Shield,C,4.13,-0.00,18.9%,122,0.0%,Aatrox | Rhaast | Meepsie | Mordekaiser | Maokai
Challenger Emblem,D,4.63,+0.00,9.4%,9962,2.7%,Urgot | Master Yi | Fiora | Akali | LeBlanc
Arbiter Emblem,D,4.81,+0.07,9.6%,7070,1.9%,Illaoi | Blitzcrank | Karma | Nunu & Willump | Sona
Anima Emblem,D,5.04,+0.15,12.1%,5687,1.6%,Meepsie | Maokai | Mordekaiser | Tahm Kench | Nunu & Willump
