Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.22,-1.28,28.2%,4078,0.7%,Karma | Meepsie | Rhaast | Sona | Teemo
Brawler Emblem,B,4.20,-0.18,13.8%,19962,3.3%,Master Yi | Nunu & Willump | Ornn | Fiora | Riven
Space Groove Emblem,B,4.29,-0.18,14.3%,51407,8.5%,Riven | Shen | Tahm Kench | Rammus | Jhin
Voyager Emblem,B,4.19,-0.18,15.3%,18310,3.0%,Bard | Sona | Blitzcrank | Illaoi | Jhin
Rogue Emblem,B,4.36,-0.11,10.6%,19463,3.2%,Corki | Blitzcrank | Jhin | Samira | Nami
Marauder Emblem,B,4.36,-0.11,13.4%,14536,2.4%,Kindred | Graves | Riven | Jhin | Miss Fortune
Bastion Emblem,B,4.38,-0.10,13.0%,19090,3.2%,Riven | Nunu & Willump | Blitzcrank | Tahm Kench | The Mighty Mech
Dark Star Emblem,C,4.41,-0.10,12.4%,26362,4.4%,Aurelion Sol | Bard | Riven | Blitzcrank | Xayah
Sniper Emblem,C,4.42,-0.08,14.6%,15574,2.6%,Nami | Blitzcrank | Graves | Corki | Karma
Meeple Emblem,C,4.45,-0.08,13.5%,20189,3.3%,Riven | The Mighty Mech | Jhin | Blitzcrank | Milio
Timebreaker Emblem,C,4.45,-0.07,12.9%,15522,2.6%,Fizz | Blitzcrank | Jhin | Corki | Gwen
Stargazer Emblem,C,4.50,-0.06,14.7%,31563,5.2%,Maokai | Jhin | Blitzcrank | Pantheon | Milio
Primordian Emblem,C,4.47,-0.06,11.3%,10146,1.7%,Maokai | Tahm Kench | Illaoi | Nunu & Willump | Ornn
Psionic Emblem,C,4.51,-0.05,11.0%,14309,2.4%,Blitzcrank | Fiora | Urgot | Karma | Tahm Kench
N.O.V.A. Emblem,C,4.52,-0.04,12.2%,17342,2.9%,Master Yi | Fiora | Urgot | Bel'Veth | Blitzcrank
Shepherd Emblem,C,4.52,-0.04,11.3%,14638,2.4%,Karma | Blitzcrank | Nunu & Willump | Mordekaiser | Bard
Vanguard Emblem,C,4.53,-0.04,12.8%,20512,3.4%,Meepsie | Tahm Kench | Ornn | Diana | The Mighty Mech
Tactician's Cape,C,4.35,-0.01,13.3%,5182,0.9%,Karma | Milio | Bel'Veth | Lissandra | Urgot
Tactician's Shield,C,3.87,-0.00,21.7%,207,0.0%,Meepsie | Aatrox | Rhaast | Pantheon | Mordekaiser
Challenger Emblem,D,4.65,+0.01,9.4%,16404,2.7%,Urgot | Master Yi | Fiora | Akali | LeBlanc
Arbiter Emblem,D,4.87,+0.09,9.2%,11872,2.0%,Illaoi | Blitzcrank | Karma | Nunu & Willump | Sona
Anima Emblem,D,5.15,+0.19,11.2%,9695,1.6%,Meepsie | Tahm Kench | Maokai | Nunu & Willump | Mordekaiser
