Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,2.98,-1.52,30.7%,29078,0.6%,Lissandra | Karma | Bard | Caitlyn | Sona
Space Groove Emblem,B,4.28,-0.16,15.6%,272867,5.3%,Riven | Tahm Kench | Shen | Nunu & Willump | Graves
Voyager Emblem,B,4.18,-0.16,16.0%,92325,1.8%,Mordekaiser | Illaoi | Bard | Rhaast | Blitzcrank
Rogue Emblem,B,4.26,-0.13,13.6%,87968,1.7%,Rhaast | Karma | Blitzcrank | Corki | Nami
Vanguard Emblem,B,4.31,-0.12,14.7%,103038,2.0%,LeBlanc | Rammus | Meepsie | Tahm Kench | Riven
Stargazer Emblem,B,4.38,-0.11,15.2%,236831,4.6%,Jhin | Riven | Rammus | Bard | Mordekaiser
Shepherd Emblem,B,4.31,-0.11,13.4%,65778,1.3%,Karma | Mordekaiser | Blitzcrank | Nunu & Willump | Bard
Timebreaker Emblem,B,4.33,-0.10,15.3%,75234,1.5%,Blitzcrank | Jhin | Xayah | Corki | Shen
Dark Star Emblem,C,4.38,-0.09,14.0%,108613,2.1%,Xayah | Riven | Blitzcrank | Bard | Nami
N.O.V.A. Emblem,C,4.42,-0.09,11.4%,164179,3.2%,Master Yi | Fiora | Bel'Veth | Graves | Briar
Marauder Emblem,C,4.43,-0.07,13.2%,66297,1.3%,Kindred | Graves | Riven | Shen | Blitzcrank
Bastion Emblem,C,4.48,-0.05,12.9%,88257,1.7%,Nunu & Willump | Tahm Kench | Riven | Blitzcrank | Maokai
Brawler Emblem,C,4.48,-0.05,12.9%,77722,1.5%,Nunu & Willump | Rammus | Master Yi | The Mighty Mech | Riven
Primordian Emblem,C,4.48,-0.05,10.9%,45504,0.9%,Maokai | Akali | Tahm Kench | Aatrox | Nunu & Willump
Psionic Emblem,C,4.58,-0.02,10.8%,62355,1.2%,Illaoi | Fiora | Blitzcrank | Mordekaiser | Tahm Kench
Tactician's Cape,C,4.32,-0.00,13.4%,35946,0.7%,Lissandra | Karma | Gnar | Caitlyn | Bard
Meeple Emblem,C,4.62,-0.00,14.7%,104787,2.0%,Riven | Nunu & Willump | Blitzcrank | Illaoi | Lissandra
Tactician's Shield,C,3.94,-0.00,18.9%,1479,0.0%,Aatrox | Mordekaiser | Meepsie | Ornn | Pantheon
Sniper Emblem,D,4.63,+0.00,12.9%,64742,1.3%,Bard | Graves | Karma | Corki | Blitzcrank
Challenger Emblem,D,4.73,+0.04,10.3%,65789,1.3%,Master Yi | Fiora | Akali | Graves | LeBlanc
Arbiter Emblem,D,4.88,+0.08,8.5%,58807,1.1%,Karma | Illaoi | Nunu & Willump | Blitzcrank | Mordekaiser
Anima Emblem,D,5.50,+0.27,9.9%,46096,0.9%,Mordekaiser | Tahm Kench | Meepsie | Nunu & Willump | Ornn
