Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.18,-1.32,28.8%,4050,0.7%,Karma | Rhaast | Meepsie | Sona | Milio
Voyager Emblem,B,4.17,-0.19,15.7%,18549,3.1%,Bard | Sona | Blitzcrank | Illaoi | Riven
Brawler Emblem,B,4.19,-0.19,13.9%,20070,3.3%,Master Yi | Nunu & Willump | Ornn | Fiora | Riven
Space Groove Emblem,B,4.29,-0.18,14.5%,47995,7.9%,Riven | Shen | Tahm Kench | Rammus | Jhin
Rogue Emblem,B,4.37,-0.11,10.7%,19609,3.2%,Corki | Blitzcrank | Jhin | Samira | Nami
Marauder Emblem,B,4.36,-0.11,13.0%,14575,2.4%,Kindred | Graves | Riven | Jhin | Miss Fortune
Bastion Emblem,C,4.39,-0.10,13.0%,18894,3.1%,Riven | Nunu & Willump | Blitzcrank | Tahm Kench | The Mighty Mech
Dark Star Emblem,C,4.42,-0.10,12.2%,27326,4.5%,Aurelion Sol | Bard | Riven | Blitzcrank | Xayah
Sniper Emblem,C,4.43,-0.08,14.5%,15200,2.5%,Nami | Blitzcrank | Graves | Corki | Kai'Sa
Meeple Emblem,C,4.44,-0.08,13.3%,20339,3.3%,Riven | The Mighty Mech | Jhin | Blitzcrank | Milio
Primordian Emblem,C,4.43,-0.07,11.5%,10313,1.7%,Maokai | Tahm Kench | Nunu & Willump | Illaoi | The Mighty Mech
Timebreaker Emblem,C,4.45,-0.07,12.8%,15526,2.6%,Fizz | Blitzcrank | Corki | Jhin | Gwen
Stargazer Emblem,C,4.50,-0.06,14.8%,31926,5.3%,Maokai | Jhin | Blitzcrank | Tahm Kench | Milio
Shepherd Emblem,C,4.50,-0.05,11.6%,14673,2.4%,Karma | Blitzcrank | Nunu & Willump | Mordekaiser | Bard
N.O.V.A. Emblem,C,4.51,-0.05,12.1%,17580,2.9%,Master Yi | Fiora | Urgot | Bel'Veth | Blitzcrank
Psionic Emblem,C,4.52,-0.04,10.9%,14240,2.3%,Blitzcrank | Fiora | Urgot | Karma | Kindred
Vanguard Emblem,C,4.54,-0.04,12.9%,20692,3.4%,Meepsie | Tahm Kench | Ornn | Diana | The Mighty Mech
Tactician's Cape,C,4.30,-0.01,13.6%,5246,0.9%,Milio | Karma | Bel'Veth | Lissandra | Urgot
Tactician's Shield,C,3.74,-0.00,24.3%,202,0.0%,Meepsie | Aatrox | Rhaast | Nasus | Pantheon
Challenger Emblem,D,4.64,+0.01,9.3%,16488,2.7%,Urgot | Master Yi | Fiora | Akali | LeBlanc
Arbiter Emblem,D,4.87,+0.09,9.2%,11850,1.9%,Illaoi | Blitzcrank | Karma | Nunu & Willump | Sona
Anima Emblem,D,5.12,+0.18,11.9%,9677,1.6%,Meepsie | Maokai | Tahm Kench | Nunu & Willump | Mordekaiser
