Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.07,-1.43,32.0%,2324,0.6%,Milio | Lissandra | Bel'Veth | Urgot | Karma
Brawler Emblem,A,4.05,-0.26,17.3%,18185,4.4%,Master Yi | Fiora | Riven | Nunu & Willump | The Mighty Mech
Dark Star Emblem,A,4.21,-0.22,16.0%,35610,8.6%,Riven | Xayah | Bard | Blitzcrank | The Mighty Mech
Marauder Emblem,A,4.11,-0.22,18.1%,13839,3.3%,Kindred | Riven | Graves | Jhin | Kai'Sa
Rogue Emblem,A,4.15,-0.22,13.8%,17878,4.3%,Corki | Jhin | Karma | Bel'Veth | Fiora
Voyager Emblem,A,4.12,-0.22,17.0%,14224,3.4%,Riven | Jhin | Bard | Kai'Sa | Milio
Primordian Emblem,C,4.41,-0.08,12.9%,9172,2.2%,Cho'Gath | Maokai | Tahm Kench | The Mighty Mech | Mordekaiser
Timebreaker Emblem,C,4.45,-0.08,14.0%,14402,3.5%,Fizz | Corki | Jhin | Kai'Sa | The Mighty Mech
N.O.V.A. Emblem,C,4.46,-0.07,13.3%,14667,3.5%,Master Yi | Fiora | Urgot | Bel'Veth | Riven
Stargazer Emblem,C,4.49,-0.07,15.8%,25569,6.1%,Milio | Maokai | Pantheon | Aatrox | Rhaast
Bastion Emblem,C,4.49,-0.06,12.6%,13934,3.4%,Riven | The Mighty Mech | Nunu & Willump | Tahm Kench | Maokai
Psionic Emblem,C,4.52,-0.04,12.1%,10944,2.6%,Fiora | Urgot | Kindred | Maokai | Tahm Kench
Shepherd Emblem,C,4.56,-0.03,12.2%,9684,2.3%,Karma | Mordekaiser | Nunu & Willump | Blitzcrank | Leona
Vanguard Emblem,C,4.57,-0.03,12.5%,14632,3.5%,LeBlanc | Tahm Kench | Meepsie | The Mighty Mech | Rammus
Tactician's Cape,C,4.35,-0.01,13.6%,3738,0.9%,Milio | Lissandra | Urgot | Bel'Veth | Karma
Tactician's Shield,C,4.24,-0.00,16.9%,136,0.0%,Gragas | Aatrox | Bel'Veth | Meepsie | Milio
Challenger Emblem,D,4.67,+0.02,10.9%,12638,3.0%,Master Yi | Fiora | Urgot | Riven | Kai'Sa
Meeple Emblem,D,4.72,+0.04,12.5%,16314,3.9%,Riven | The Mighty Mech | Milio | Nunu & Willump | Shen
Sniper Emblem,D,4.76,+0.05,12.3%,10285,2.5%,Kai'Sa | Karma | Bard | Corki | Riven
Space Groove Emblem,D,4.83,+0.08,11.0%,10005,2.4%,Riven | Nunu & Willump | Tahm Kench | Maokai | Illaoi
Arbiter Emblem,D,4.86,+0.09,9.8%,9229,2.2%,Illaoi | Mordekaiser | Nunu & Willump | Teemo | Nasus
Anima Emblem,D,5.13,+0.18,10.8%,6968,1.7%,Maokai | Mordekaiser | Tahm Kench | Meepsie | The Mighty Mech
