Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.37,-1.13,27.3%,644,0.6%,Lissandra | Milio | Akali | Karma | Kai'Sa
Brawler Emblem,A,3.99,-0.28,17.6%,4242,4.0%,Master Yi | Riven | Nunu & Willump | Fiora | The Mighty Mech
Marauder Emblem,A,4.06,-0.24,17.4%,3325,3.2%,Kindred | Graves | Riven | Briar | Jhin
Voyager Emblem,A,4.15,-0.20,16.0%,3637,3.5%,Mordekaiser | Illaoi | Jhin | Rhaast | Bard
Dark Star Emblem,B,4.25,-0.20,15.1%,7902,7.5%,Riven | Xayah | Blitzcrank | Ezreal | Bard
Rogue Emblem,B,4.18,-0.20,14.8%,3993,3.8%,Corki | Karma | Bel'Veth | Jhin | Blitzcrank
Bastion Emblem,B,4.32,-0.13,13.7%,3477,3.3%,Nunu & Willump | Tahm Kench | Riven | Maokai | The Mighty Mech
Timebreaker Emblem,B,4.36,-0.12,14.9%,3902,3.7%,Jhin | Corki | Xayah | Kai'Sa | Fizz
N.O.V.A. Emblem,B,4.41,-0.10,13.6%,4668,4.4%,Master Yi | Fiora | Bel'Veth | Urgot | Graves
Psionic Emblem,C,4.39,-0.10,11.9%,2878,2.7%,Fiora | Urgot | Tahm Kench | Maokai | Kindred
Stargazer Emblem,C,4.44,-0.09,15.1%,6079,5.8%,Jhin | Riven | Aatrox | Rammus | Caitlyn
Shepherd Emblem,C,4.41,-0.09,13.3%,2602,2.5%,Karma | Mordekaiser | Nunu & Willump | Blitzcrank | Leona
Primordian Emblem,C,4.44,-0.07,10.7%,2234,2.1%,Maokai | Tahm Kench | Akali | Cho'Gath | Mordekaiser
Vanguard Emblem,C,4.49,-0.06,12.6%,3965,3.8%,Meepsie | Rammus | Tahm Kench | LeBlanc | The Mighty Mech
Challenger Emblem,C,4.58,-0.02,11.0%,3058,2.9%,Master Yi | Fiora | Briar | Urgot | Akali
Meeple Emblem,C,4.60,-0.01,14.0%,3714,3.5%,Riven | The Mighty Mech | Nunu & Willump | Milio | Illaoi
Tactician's Cape,C,4.36,-0.01,14.3%,983,0.9%,Lissandra | Milio | Karma | Bel'Veth | Gnar
Tactician's Shield,C,4.53,-0.00,14.7%,34,0.0%,Mordekaiser | Meepsie | Akali | Aatrox | Lissandra
Sniper Emblem,D,4.67,+0.02,12.6%,2842,2.7%,Kai'Sa | Karma | Bard | Corki | Riven
Space Groove Emblem,D,4.68,+0.02,11.8%,3148,3.0%,Riven | Nunu & Willump | Tahm Kench | Shen | Fiora
Arbiter Emblem,D,4.84,+0.08,10.3%,2426,2.3%,Illaoi | Karma | Mordekaiser | Nunu & Willump | Nasus
Anima Emblem,D,4.97,+0.12,12.1%,1704,1.6%,Mordekaiser | Tahm Kench | Meepsie | Maokai | Nunu & Willump
