Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.00,-1.50,30.8%,20269,0.5%,Lissandra | Caitlyn | Karma | Bard | Sona
Space Groove Emblem,B,4.24,-0.19,16.1%,198324,5.3%,Riven | Tahm Kench | Shen | Nunu & Willump | Graves
Voyager Emblem,B,4.18,-0.16,16.1%,68317,1.8%,Illaoi | Mordekaiser | Bard | Blitzcrank | Tahm Kench
Rogue Emblem,B,4.23,-0.15,14.1%,65359,1.8%,Rhaast | Karma | Blitzcrank | Corki | Fiora
Vanguard Emblem,B,4.28,-0.13,14.8%,76492,2.0%,Meepsie | Rammus | LeBlanc | Tahm Kench | Ornn
Timebreaker Emblem,B,4.31,-0.11,15.7%,55790,1.5%,Blitzcrank | Jhin | Xayah | Shen | Tahm Kench
Shepherd Emblem,B,4.30,-0.11,13.7%,48142,1.3%,Karma | Mordekaiser | Blitzcrank | Leona | Nunu & Willump
Dark Star Emblem,C,4.38,-0.09,13.7%,73894,2.0%,Xayah | Riven | Blitzcrank | Bard | Tahm Kench
Stargazer Emblem,C,4.43,-0.09,14.4%,160147,4.3%,Jhin | Riven | Rammus | Shen | Mordekaiser
N.O.V.A. Emblem,C,4.43,-0.09,11.5%,133302,3.6%,Master Yi | Fiora | Bel'Veth | Graves | Vex
Marauder Emblem,C,4.41,-0.07,13.4%,47934,1.3%,Kindred | Graves | Riven | Shen | Pyke
Bastion Emblem,C,4.45,-0.06,13.1%,65971,1.8%,Nunu & Willump | Tahm Kench | Blitzcrank | Riven | Maokai
Brawler Emblem,C,4.46,-0.06,13.2%,58014,1.6%,Nunu & Willump | Rammus | The Mighty Mech | Riven | Ornn
Primordian Emblem,C,4.43,-0.06,11.5%,32712,0.9%,Maokai | Akali | Tahm Kench | Aatrox | Nunu & Willump
Psionic Emblem,C,4.57,-0.02,10.9%,46477,1.2%,Fiora | Illaoi | Rhaast | Blitzcrank | Mordekaiser
Meeple Emblem,C,4.61,-0.01,14.8%,74200,2.0%,Riven | Shen | Nunu & Willump | The Mighty Mech | Illaoi
Tactician's Cape,C,4.31,-0.00,13.6%,26320,0.7%,Lissandra | Karma | Caitlyn | Gnar | Bard
Sniper Emblem,C,4.61,-0.00,13.2%,46776,1.3%,Bard | Graves | Karma | Corki | Nami
Tactician's Shield,C,3.96,-0.00,19.2%,1033,0.0%,Mordekaiser | Meepsie | Aatrox | Karma | Ornn
Challenger Emblem,D,4.72,+0.03,10.4%,49140,1.3%,Master Yi | Fiora | Akali | LeBlanc | Graves
Arbiter Emblem,D,4.87,+0.08,8.9%,43343,1.2%,Karma | Illaoi | Nunu & Willump | Blitzcrank | Mordekaiser
Anima Emblem,D,5.45,+0.25,10.1%,32927,0.9%,Mordekaiser | Meepsie | Tahm Kench | Nunu & Willump | Blitzcrank
