Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,2.96,-1.54,31.0%,32886,0.6%,Lissandra | Karma | Bard | Caitlyn | Sona
Voyager Emblem,B,4.18,-0.16,16.1%,104310,1.8%,Mordekaiser | Rhaast | Illaoi | Bard | Blitzcrank
Space Groove Emblem,B,4.31,-0.15,15.2%,294982,5.1%,Riven | Tahm Kench | Shen | Nunu & Willump | Graves
Rogue Emblem,B,4.28,-0.13,13.3%,97821,1.7%,Rhaast | Karma | Blitzcrank | Corki | Jhin
Stargazer Emblem,B,4.37,-0.12,15.4%,269511,4.6%,Jhin | Riven | Rammus | Bard | Mordekaiser
Vanguard Emblem,B,4.33,-0.11,14.6%,114015,2.0%,LeBlanc | Rammus | Tahm Kench | Meepsie | Riven
Shepherd Emblem,C,4.33,-0.10,13.3%,73215,1.3%,Karma | Mordekaiser | Blitzcrank | Nunu & Willump | Bard
Timebreaker Emblem,C,4.34,-0.10,15.1%,82962,1.4%,Blitzcrank | Jhin | Xayah | Shen | Corki
Dark Star Emblem,C,4.39,-0.09,14.1%,131444,2.3%,Xayah | Riven | Blitzcrank | Bard | Graves
N.O.V.A. Emblem,C,4.43,-0.08,11.3%,176545,3.0%,Master Yi | Fiora | Bel'Veth | Graves | Briar
Marauder Emblem,C,4.44,-0.06,13.1%,74102,1.3%,Kindred | Graves | Riven | Shen | The Mighty Mech
Brawler Emblem,C,4.48,-0.05,12.9%,86896,1.5%,Nunu & Willump | The Mighty Mech | Master Yi | Rammus | Riven
Bastion Emblem,C,4.49,-0.05,12.8%,97303,1.7%,Nunu & Willump | Tahm Kench | Riven | Blitzcrank | Maokai
Primordian Emblem,C,4.49,-0.04,10.8%,50910,0.9%,Maokai | Akali | Tahm Kench | Aatrox | Nunu & Willump
Psionic Emblem,C,4.58,-0.01,10.7%,68759,1.2%,Illaoi | Fiora | Blitzcrank | Mordekaiser | Rhaast
Tactician's Cape,C,4.32,-0.00,13.4%,40456,0.7%,Lissandra | Karma | Gnar | Caitlyn | Bard
Tactician's Shield,C,3.93,-0.00,19.6%,1650,0.0%,Aatrox | Mordekaiser | Meepsie | Jax | Akali
Sniper Emblem,D,4.63,+0.00,13.0%,73113,1.3%,Bard | Graves | Karma | Corki | Blitzcrank
Meeple Emblem,D,4.64,+0.01,14.6%,116035,2.0%,Riven | Nunu & Willump | Illaoi | Blitzcrank | Lissandra
Challenger Emblem,D,4.74,+0.04,10.1%,72622,1.2%,Master Yi | Fiora | Akali | Graves | LeBlanc
Arbiter Emblem,D,4.89,+0.08,8.7%,65283,1.1%,Karma | Illaoi | Nunu & Willump | Blitzcrank | Mordekaiser
Anima Emblem,D,5.51,+0.27,9.9%,51616,0.9%,Mordekaiser | Tahm Kench | Nunu & Willump | Meepsie | Maokai
