Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.28,-1.22,29.2%,2539,0.5%,Milio | Lissandra | Karma | Meepsie | Sona
Brawler Emblem,A,4.00,-0.27,17.6%,17157,3.7%,Master Yi | The Mighty Mech | Fiora | Nunu & Willump | Riven
Voyager Emblem,A,4.06,-0.25,17.0%,18659,4.0%,Bard | Aurelion Sol | Illaoi | Sona | Riven
Dark Star Emblem,A,4.19,-0.23,15.6%,37450,8.1%,Aurelion Sol | Riven | Bard | Xayah | Blitzcrank
Rogue Emblem,B,4.18,-0.20,12.8%,17852,3.8%,Corki | Jhin | Karma | Blitzcrank | Bel'Veth
Marauder Emblem,B,4.16,-0.19,16.9%,12955,2.8%,Kindred | Riven | Graves | Jhin | Kai'Sa
Shepherd Emblem,C,4.41,-0.09,13.7%,12380,2.7%,Karma | Mordekaiser | Blitzcrank | Nunu & Willump | Bard
Bastion Emblem,C,4.42,-0.09,12.5%,15065,3.2%,Riven | The Mighty Mech | Nunu & Willump | Tahm Kench | Maokai
Psionic Emblem,C,4.42,-0.08,12.7%,12048,2.6%,Fiora | Urgot | Blitzcrank | Riven | Tahm Kench
Timebreaker Emblem,C,4.44,-0.08,13.2%,14739,3.2%,Fizz | Corki | Jhin | The Mighty Mech | Bard
N.O.V.A. Emblem,C,4.45,-0.07,13.2%,13463,2.9%,Master Yi | Fiora | Urgot | Bel'Veth | Riven
Primordian Emblem,C,4.47,-0.06,13.0%,8537,1.8%,Maokai | Tahm Kench | Cho'Gath | The Mighty Mech | Illaoi
Vanguard Emblem,C,4.53,-0.04,13.5%,17053,3.7%,Meepsie | The Mighty Mech | Diana | LeBlanc | Tahm Kench
Meeple Emblem,C,4.54,-0.04,12.4%,18719,4.0%,Riven | The Mighty Mech | Milio | Nunu & Willump | Shen
Stargazer Emblem,C,4.56,-0.03,14.6%,22911,4.9%,Milio | Maokai | Pantheon | Aatrox | Jhin
Tactician's Cape,C,4.33,-0.01,13.6%,4208,0.9%,Milio | Lissandra | Bel'Veth | Urgot | Karma
Tactician's Shield,C,4.01,-0.00,17.1%,140,0.0%,Meepsie | Mordekaiser | Rhaast | Milio | Aatrox
Challenger Emblem,D,4.67,+0.02,11.6%,12823,2.8%,Master Yi | Fiora | LeBlanc | Urgot | Riven
Sniper Emblem,D,4.74,+0.04,12.1%,11197,2.4%,Kai'Sa | Bard | Karma | Corki | Riven
Space Groove Emblem,D,4.77,+0.06,10.7%,12099,2.6%,Riven | Nunu & Willump | Karma | Tahm Kench | Illaoi
Arbiter Emblem,D,4.94,+0.12,9.4%,10616,2.3%,Illaoi | Karma | Nunu & Willump | Mordekaiser | Blitzcrank
Anima Emblem,D,5.11,+0.17,11.7%,7812,1.7%,Meepsie | Mordekaiser | The Mighty Mech | Maokai | Tahm Kench
