Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,3.22,-1.28,28.8%,3948,0.7%,Karma | Teemo | Meepsie | Rhaast | Sona
Space Groove Emblem,B,4.27,-0.19,14.4%,53477,8.8%,Riven | Shen | Tahm Kench | Rammus | Jhin
Brawler Emblem,B,4.21,-0.18,13.8%,20179,3.3%,Master Yi | Nunu & Willump | Ornn | Fiora | Riven
Voyager Emblem,B,4.22,-0.17,14.8%,18630,3.1%,Bard | Sona | Blitzcrank | Illaoi | Jhin
Rogue Emblem,B,4.36,-0.11,10.8%,19408,3.2%,Corki | Blitzcrank | Jhin | Samira | Nami
Bastion Emblem,B,4.39,-0.10,13.0%,19361,3.2%,Riven | Nunu & Willump | Blitzcrank | Tahm Kench | The Mighty Mech
Marauder Emblem,C,4.38,-0.10,12.9%,14631,2.4%,Kindred | Graves | Riven | Jhin | Miss Fortune
Dark Star Emblem,C,4.42,-0.09,12.4%,25877,4.3%,Aurelion Sol | Bard | Blitzcrank | Riven | Xayah
Sniper Emblem,C,4.42,-0.08,14.4%,15817,2.6%,Nami | Blitzcrank | Corki | Graves | Karma
Stargazer Emblem,C,4.49,-0.06,15.0%,31449,5.2%,Maokai | Jhin | Pantheon | Blitzcrank | Milio
Timebreaker Emblem,C,4.47,-0.06,12.6%,15734,2.6%,Fizz | Blitzcrank | Jhin | Corki | Gwen
Meeple Emblem,C,4.48,-0.06,13.5%,20241,3.3%,Riven | The Mighty Mech | Jhin | Blitzcrank | Shen
Shepherd Emblem,C,4.52,-0.04,11.5%,14889,2.5%,Karma | Blitzcrank | Nunu & Willump | Mordekaiser | Bard
Psionic Emblem,C,4.52,-0.04,11.0%,14580,2.4%,Blitzcrank | Fiora | Urgot | Karma | Tahm Kench
Primordian Emblem,C,4.51,-0.04,10.9%,10375,1.7%,Maokai | Tahm Kench | Illaoi | Nunu & Willump | Ornn
Vanguard Emblem,C,4.54,-0.04,12.7%,20752,3.4%,Meepsie | Tahm Kench | Ornn | Diana | The Mighty Mech
N.O.V.A. Emblem,C,4.54,-0.03,11.7%,17267,2.8%,Master Yi | Fiora | Urgot | Bel'Veth | Blitzcrank
Tactician's Cape,C,4.39,-0.01,12.6%,5174,0.9%,Karma | Milio | Bel'Veth | Lissandra | Urgot
Tactician's Shield,C,3.67,-0.00,23.4%,201,0.0%,Meepsie | Aatrox | Rhaast | Mordekaiser | Nasus
Challenger Emblem,D,4.67,+0.02,9.0%,16385,2.7%,Urgot | Master Yi | Fiora | Akali | LeBlanc
Arbiter Emblem,D,4.84,+0.08,9.5%,11786,1.9%,Illaoi | Blitzcrank | Karma | Nunu & Willump | Sona
Anima Emblem,D,5.12,+0.18,11.4%,9830,1.6%,Meepsie | Maokai | Tahm Kench | Nunu & Willump | Mordekaiser
