Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
Tactician's Crown,S,2.96,-1.54,30.1%,45595,0.6%,Lissandra | Karma | Sona | Bard | Akali
Voyager Emblem,B,4.17,-0.16,16.3%,133218,1.7%,Rhaast | Mordekaiser | Illaoi | Maokai | Bard
Stargazer Emblem,B,4.35,-0.13,16.2%,346592,4.5%,Jhin | Rammus | Riven | Bard | Mordekaiser
Rogue Emblem,B,4.26,-0.13,13.4%,122260,1.6%,Rhaast | Karma | Blitzcrank | Bel'Veth | Corki
Space Groove Emblem,B,4.37,-0.12,14.8%,336072,4.4%,Riven | Tahm Kench | Nunu & Willump | Shen | Pantheon
Vanguard Emblem,B,4.35,-0.10,14.7%,139906,1.8%,Rammus | LeBlanc | Meepsie | Tahm Kench | Riven
Dark Star Emblem,C,4.38,-0.10,14.1%,194471,2.5%,Xayah | Riven | Blitzcrank | Bard | Ezreal
Shepherd Emblem,C,4.35,-0.09,13.2%,91442,1.2%,Karma | Mordekaiser | Blitzcrank | Nunu & Willump | Bard
Timebreaker Emblem,C,4.39,-0.08,14.6%,101572,1.3%,Blitzcrank | Jhin | Xayah | Shen | Nami
N.O.V.A. Emblem,C,4.49,-0.06,10.9%,197964,2.6%,Master Yi | Fiora | Bel'Veth | Graves | Briar
Brawler Emblem,C,4.47,-0.05,12.9%,109615,1.4%,Nunu & Willump | The Mighty Mech | Master Yi | Rammus | Rhaast
Marauder Emblem,C,4.49,-0.04,12.3%,95829,1.3%,Kindred | Graves | Riven | The Mighty Mech | Briar
Bastion Emblem,C,4.51,-0.04,12.8%,117476,1.5%,Nunu & Willump | Tahm Kench | Blitzcrank | Riven | Maokai
Primordian Emblem,C,4.52,-0.03,10.8%,65532,0.9%,Maokai | Akali | Tahm Kench | Nunu & Willump | Aatrox
Tactician's Cape,C,4.31,-0.00,13.9%,50804,0.7%,Lissandra | Gnar | Karma | Akali | Bard
Tactician's Shield,C,3.75,-0.00,20.8%,2197,0.0%,Mordekaiser | Akali | Aatrox | Meepsie | Lissandra
Psionic Emblem,C,4.62,-0.00,10.6%,83182,1.1%,Illaoi | Mordekaiser | Blitzcrank | Fiora | Rhaast
Sniper Emblem,D,4.63,+0.00,13.3%,91648,1.2%,Bard | Karma | Graves | Kai'Sa | Corki
Meeple Emblem,D,4.67,+0.02,14.6%,145255,1.9%,Riven | Nunu & Willump | Illaoi | The Mighty Mech | Lissandra
Challenger Emblem,D,4.78,+0.05,9.9%,90410,1.2%,Master Yi | Fiora | Briar | Akali | Graves
Arbiter Emblem,D,4.89,+0.08,8.7%,80898,1.1%,Illaoi | Karma | Nunu & Willump | Mordekaiser | Nasus
Anima Emblem,D,5.54,+0.28,10.0%,64974,0.9%,Mordekaiser | Tahm Kench | Nunu & Willump | Meepsie | Maokai
