Item,Tier,Avg Place,Place Change,Win Rate,Games,Frequency,PopularUnits
전략가의 왕관,S,2.98,-1.52,30.7%,29078,0.6%,리산드라 | 카르마 | 바드 | 케이틀린 | 소나
우주 그루브 상징,B,4.28,-0.16,15.6%,272867,5.3%,리븐 | 탐 켄치 | 쉔 | 누누와 윌럼프 | 그레이브즈
여행자 상징,B,4.18,-0.16,16.0%,92325,1.8%,모데카이저 | 일라오이 | 바드 | 라아스트 | 블리츠크랭크
불한당 상징,B,4.26,-0.13,13.6%,87968,1.7%,라아스트 | 카르마 | 블리츠크랭크 | 코르키 | 나미
선봉대 상징,B,4.31,-0.12,14.7%,103038,2.0%,르블랑 | 람머스 | 꼬마 정령 | 탐 켄치 | 리븐
별돌보미 상징,B,4.38,-0.11,15.2%,236831,4.6%,진 | 리븐 | 람머스 | 바드 | 모데카이저
길잡이 상징,B,4.31,-0.11,13.4%,65778,1.3%,카르마 | 모데카이저 | 블리츠크랭크 | 누누와 윌럼프 | 바드
시간 균열자 상징,B,4.33,-0.10,15.3%,75234,1.5%,블리츠크랭크 | 진 | 자야 | 코르키 | 쉔
암흑의 별 상징,C,4.38,-0.09,14.0%,108613,2.1%,자야 | 리븐 | 블리츠크랭크 | 바드 | 나미
N.O.V.A. 상징,C,4.42,-0.09,11.4%,164179,3.2%,마스터 이 | 피오라 | 벨베스 | 그레이브즈 | 브라이어
습격자 상징,C,4.43,-0.07,13.2%,66297,1.3%,킨드레드 | 그레이브즈 | 리븐 | 쉔 | 블리츠크랭크
요새 상징,C,4.48,-0.05,12.9%,88257,1.7%,누누와 윌럼프 | 탐 켄치 | 리븐 | 블리츠크랭크 | 마오카이
싸움꾼 상징,C,4.48,-0.05,12.9%,77722,1.5%,누누와 윌럼프 | 람머스 | 마스터 이 | 거대 메크 로봇 | 리븐
태고족 상징,C,4.48,-0.05,10.9%,45504,0.9%,마오카이 | 아칼리 | 탐 켄치 | 아트록스 | 누누와 윌럼프
초능력 상징,C,4.58,-0.02,10.8%,62355,1.2%,일라오이 | 피오라 | 블리츠크랭크 | 모데카이저 | 탐 켄치
전략가의 망토,C,4.32,-0.00,13.4%,35946,0.7%,리산드라 | 카르마 | 나르 | 케이틀린 | 바드
정령족 상징,C,4.62,-0.00,14.7%,104787,2.0%,리븐 | 누누와 윌럼프 | 블리츠크랭크 | 일라오이 | 리산드라
전략가의 방패,C,3.94,-0.00,18.9%,1479,0.0%,아트록스 | 모데카이저 | 꼬마 정령 | 오른 | 판테온
저격수 상징,D,4.63,+0.00,12.9%,64742,1.3%,바드 | 그레이브즈 | 카르마 | 코르키 | 블리츠크랭크
도전자 상징,D,4.73,+0.04,10.3%,65789,1.3%,마스터 이 | 피오라 | 아칼리 | 그레이브즈 | 르블랑
중재자 상징,D,4.88,+0.08,8.5%,58807,1.1%,카르마 | 일라오이 | 누누와 윌럼프 | 블리츠크랭크 | 모데카이저
동물특공대 상징,D,5.50,+0.27,9.9%,46096,0.9%,모데카이저 | 탐 켄치 | 꼬마 정령 | 누누와 윌럼프 | 오른
